-0.0067849,-0.0078998,-0.0083905,-0.0075283,-0.0070268,-0.0065478,-0.0061867,-0.0058325,-0.0055098,-0.0027099,-0.002561,-0.00090752,-9.6e-05,0.0011775,0.0017969,0.0025734,0.0027281,0.0024759,0.0023896,0.001885,0.0018211,0.00089332,0.00067438,5.607e-05,-0.0013427,-0.001589,-0.0029747,-0.0032537,-0.0039639,-0.0051657,-0.00696,-0.0078392,-0.0076347,-0.0079144,-0.007747,-0.0074214,-0.0063425,-0.004782,-0.0048771,-0.0073393,-0.0093067,-0.010933,-0.012115,-0.012876,-0.013214,-0.012432,-0.012169,-0.01057,-0.0093206
0.28551,0.28615,0.28719,0.28701,0.28688,0.285,0.28179,0.27846,0.2726,0.26407,0.24765,0.24055,0.22599,0.20975,0.19111,0.17144,0.15055,0.13236,0.11646,0.084625,0.068382,0.059365,0.055054,0.038955,0.032899,0.025185,0.020653,0.015856,0.012511,0.0088257,0.0028486,-0.0014099,-0.004173,-0.0078027,-0.010718,-0.013621,-0.017186,-0.020546,-0.028173,-0.027024,-0.023991,-0.018732,-0.0089944,0.0055579,0.045914,0.050821,0.075514,0.099484,0.13858
-0.35956,-0.35927,-0.35897,-0.35905,-0.3584,-0.35699,-0.35489,-0.34811,-0.34378,-0.33452,-0.32376,-0.30929,-0.2825,-0.27454,-0.25447,-0.23234,-0.20879,-0.17318,-0.15602,-0.14945,-0.12818,-0.095842,-0.091004,-0.076647,-0.053843,-0.052538,-0.038059,-0.035903,-0.029364,-0.023351,-0.01948,-0.011777,-0.011223,-0.0086373,-0.0032111,-0.0025161,0.00047631,0.0035781,0.0061307,0.0081113,0.0081911,-0.0023535,-0.0057203,-0.021304,-0.046606,-0.072864,-0.10207,-0.13125,-0.15845
-0.10218,-0.10259,-0.10487,-0.10861,-0.10933,-0.12403,-0.12639,-0.13999,-0.15322,-0.16436,-0.17407,-0.19745,-0.20157,-0.21618,-0.21727,-0.23457,-0.23923,-0.24168,-0.24381,-0.25172,-0.26248,-0.26843,-0.26439,-0.2648,-0.26771,-0.26915,-0.26986,-0.27038,-0.27087,-0.273,-0.27612,-0.27775,-0.27985,-0.28105,-0.28322,-0.28264,-0.27752,-0.26643,-0.25793,-0.23461,-0.21199,-0.18653,-0.16098,-0.1365,-0.11022,-0.09,-0.074272,-0.060615,-0.048722
0.0020549,0.002489,0.0028181,0.0026816,0.0025276,0.0026389,0.0025612,0.0025627,0.0026822,0.0032099,0.0049392,0.0042483,0.0044908,0.0052784,0.0057467,0.0063273,0.0069688,0.0083855,0.0085272,0.0090062,0.0095085,0.010235,0.010683,0.010651,0.011853,0.011742,0.012969,0.013614,0.014573,0.013871,0.013746,0.014404,0.014316,0.014227,0.014729,0.015003,0.014952,0.014639,0.014744,0.014791,0.014511,0.013725,0.013612,0.012294,0.012585,0.012086,0.011814,0.011477,0.010967
-0.21708,-0.20855,-0.2002,-0.16938,-0.1536,-0.13163,-0.10612,-0.081774,-0.045336,-0.031805,-0.032986,-0.029909,-0.026099,-0.024982,-0.01925,-0.018167,-0.014841,-0.012526,-0.010593,-0.006512,-0.0041695,-0.0025907,-0.00080682,0.00073879,0.0024151,0.003429,0.0038649,0.0039668,0.0040386,0.0046732,0.0053279,0.0060546,0.0058972,0.0070743,0.0069791,0.0078861,0.011278,0.014714,0.01749,0.021365,0.022871,0.023178,0.023444,0.024147,0.024034,0.023534,0.021921,0.021261,-0.0019366
-0.63211,-0.5481,-0.45311,-0.33731,-0.26016,-0.18086,-0.12797,-0.087034,-0.055721,-0.029478,-0.013996,-0.0071328,0.00022543,-0.0031203,0.0022536,0.0015997,0.0028703,0.0024155,0.0023055,0.0025805,0.0035786,0.0067253,0.0066983,0.0073911,0.0079497,0.0079528,0.0080363,0.0082586,0.008363,0.0081241,0.0077059,0.0082664,0.0084943,0.0082918,0.0082434,0.0082154,0.008107,-0.0013413,-0.0074047,-0.028389,-0.047448,-0.0625,-0.08622,-0.09261,-0.116,-0.11889,-0.12635,-0.13101,-0.14116
-0.23415,-0.17999,-0.14528,-0.097547,-0.033504,-0.033999,-0.054986,-0.035009,-0.021068,-0.019353,-0.012449,-0.011506,-0.0079363,-0.0070631,-0.0038052,0.00069649,0.00071201,0.001228,0.0044149,0.0042157,0.0040798,0.0037797,0.0036727,0.0030583,0.0022582,0.0015094,0.0010688,0.00091525,0.00086658,0.00076106,0.00080709,0.00073576,0.000669,0.00051415,0.00037388,0.00037315,0.00046519,0.0046605,0.0068413,0.010369,0.0056448,-0.0083256,-0.010968,-0.025018,-0.030884,-0.028112,-0.024398,-0.0209,-0.03387
-0.0019115,-0.001991,-0.0019648,-0.0022547,-0.0022918,-0.0021829,-0.002124,-0.0022954,-0.002389,-0.0029841,-0.0030502,-0.0038456,-0.0046781,-0.0053937,-0.0057484,-0.0064444,-0.0072604,-0.0086207,-0.0095813,-0.011184,-0.010337,-0.012403,-0.013695,-0.012587,-0.012653,-0.012917,-0.014231,-0.014996,-0.014844,-0.016534,-0.016622,-0.017226,-0.017661,-0.017594,-0.017897,-0.017837,-0.016999,-0.015837,-0.016074,-0.015776,-0.014959,-0.014468,-0.013525,-0.011917,-0.011753,-0.011702,-0.011474,-0.011223,-0.010904
-0.21761,-0.2032,-0.1932,-0.19508,-0.19597,-0.20915,-0.2284,-0.25071,-0.26965,-0.28084,-0.28986,-0.31069,-0.3178,-0.31795,-0.32355,-0.32669,-0.32955,-0.33105,-0.33793,-0.33477,-0.33227,-0.33302,-0.33328,-0.33275,-0.33123,-0.32997,-0.32899,-0.32787,-0.32691,-0.32582,-0.3247,-0.32426,-0.32515,-0.32768,-0.33193,-0.34955,-0.37353,-0.32522,-0.30917,-0.25548,-0.20863,-0.15893,-0.11243,-0.075626,-0.045759,-0.014195,-0.016064,-0.012482,-0.01022
-0.72584,-0.69422,-0.67074,-0.64322,-0.6078,-0.57914,-0.55771,-0.53717,-0.52581,-0.51561,-0.51777,-0.52004,-0.51741,-0.51777,-0.51784,-0.51725,-0.51686,-0.51599,-0.51226,-0.51231,-0.51405,-0.51372,-0.51196,-0.51189,-0.52085,-0.5318,-0.53795,-0.53617,-0.53703,-0.54696,-0.53984,-0.53781,-0.54208,-0.54153,-0.51258,-0.45669,-0.37805,-0.26983,-0.22171,-0.16627,-0.13176,-0.10719,-0.084503,-0.067753,-0.05992,-0.056391,-0.066188,-0.068,-0.083697
-0.046368,-0.020442,-0.0040073,-0.004878,-0.033618,-0.072159,-0.10431,-0.11005,-0.097815,-0.077813,-0.052859,-0.03081,-0.015279,-0.0020252,-0.003369,0.0012142,0.0049988,0.0071639,0.0058753,-0.00096906,-0.019436,-0.027169,-0.015896,-0.0061838,-0.01225,-0.019596,-0.020125,-0.011496,-0.0034697,-0.0097637,-0.0098912,-0.00019449,0.00097672,0.014963,0.024794,0.032403,0.046788,0.089854,0.11645,0.091808,0.070078,0.066095,0.046826,0.038148,0.038858,0.037163,0.03835,0.033928,0.026078
1.2422e-09,1.1717e-09,1.1511e-09,1.1602e-09,1.1642e-09,1.2062e-09,1.2261e-09,1.213e-09,1.1993e-09,1.1932e-09,1.1805e-09,1.1389e-09,1.1013e-09,1.0636e-09,9.9291e-10,9.5819e-10,9.2783e-10,8.7805e-10,8.1929e-10,8.4292e-10,6.8332e-10,6.9831e-10,7.7209e-10,8.4194e-10,9.1277e-10,8.3038e-10,8.6372e-10,8.2744e-10,8.2802e-10,8.0267e-10,7.4869e-10,7.4197e-10,8.0097e-10,7.8313e-10,7.5076e-10,8.0332e-10,7.5321e-10,3.4469e-10,4.7388e-10,5.3291e-10,6.0468e-10,6.8408e-10,8.0523e-10,7.0852e-10,1.4667e-10,-2.016e-09,-1.7973e-09,-1.8353e-09,-1.6817e-09
0.10906,0.10408,0.10038,0.096328,0.093289,0.090172,0.088002,0.084325,0.08576,0.076847,0.075333,0.069874,0.064931,0.057222,0.058191,0.051082,0.050762,0.047328,0.044406,0.041731,0.038403,0.035912,0.033362,0.030226,0.027112,0.024619,0.022671,0.019102,0.020276,0.016279,0.017022,0.01434,0.013303,0.012861,0.012176,0.012361,0.01349,0.014931,0.018195,0.032011,0.036198,0.041652,0.042019,0.045683,0.053195,0.057908,0.066251,0.078491,0.085163
0.053312,0.052032,0.049495,0.049727,0.049033,0.043627,0.043841,0.04417,0.042758,0.042109,0.042342,0.042899,0.043058,0.043435,0.043662,0.044177,0.044074,0.044605,0.044925,0.04498,0.045335,0.045615,0.04722,0.047301,0.047715,0.048092,0.048441,0.048575,0.048762,0.048714,0.048724,0.049156,0.049504,0.049522,0.049742,0.049789,0.049584,0.049136,0.047918,0.045188,0.037005,0.037159,0.036843,0.036138,0.036672,0.036793,0.037588,0.037823,0.038123
