0.0063801,0.0046856,0.0056435,0.0064591,0.0036616,0.0046424,0.0057317,0.0067878,0.0078402,0.0086848,0.0097923,0.01337,0.013361,0.015465,0.019109,0.016652,0.016185,0.018058,0.019129,0.020011,0.020589,0.020558,0.020112,0.018881,0.018014,0.017782,0.016939,0.017024,0.016845,0.016805,0.016602,0.016557,0.015567,0.014204
0.060339,0.06216,0.068202,0.078339,0.088307,0.092961,0.12146,0.1228,0.14109,0.15169,0.16308,0.17428,0.1838,0.19487,0.20102,0.20633,0.21105,0.21786,0.21811,0.2219,0.22691,0.22661,0.2283,0.22981,0.23135,0.23092,0.23045,0.23106,0.23084,0.23055,0.22866,0.22788,0.22578,0.22245
-0.089689,-0.091351,-0.10457,-0.11462,-0.13143,-0.13748,-0.15764,-0.18832,-0.20769,-0.2125,-0.23891,-0.25405,-0.26032,-0.26489,-0.27186,-0.27823,-0.28236,-0.28608,-0.29336,-0.29683,-0.30324,-0.29708,-0.29519,-0.29295,-0.29717,-0.29901,-0.29978,-0.29956,-0.29963,-0.29883,-0.2978,-0.29721,-0.2903,-0.289
-0.085043,-0.088799,-0.093641,-0.10389,-0.10406,-0.1086,-0.11392,-0.11795,-0.12232,-0.12764,-0.13291,-0.1352,-0.1398,-0.14624,-0.15019,-0.15165,-0.15916,-0.15897,-0.1597,-0.15961,-0.15971,-0.15974,-0.15998,-0.15987,-0.15937,-0.15903,-0.15806,-0.15754,-0.1554,-0.15535,-0.15251,-0.14156,-0.13659,-0.12735
0.016279,0.016371,0.012088,0.0072743,0.0036047,0.0038626,0.0023962,0.0016379,-0.00032788,-0.0010318,-0.0023633,-0.004176,-0.0039821,-0.0053344,-0.0065061,-0.0073652,-0.0083245,-0.0094714,-0.0099239,-0.010745,-0.011054,-0.011169,-0.011143,-0.010628,-0.010675,-0.0085535,-0.0087639,-0.0081746,-0.0072195,-0.0061858,-0.0047374,-0.0014096,-0.00062361,0.00075887
-0.024288,-0.023808,-0.022619,-0.020817,-0.021002,-0.021227,-0.020619,-0.020208,-0.020082,-0.019855,-0.019324,-0.018688,-0.017716,-0.016489,-0.014724,-0.013042,-0.010078,-0.010213,-0.0088922,-0.0081837,-0.0076303,-0.0078681,-0.0082306,-0.0082485,-0.0087945,-0.0098266,-0.012655,-0.014982,-0.017678,-0.018112,-0.0251,-0.028097,-0.033284,-0.036374
-0.1361,-0.13092,-0.12499,-0.12501,-0.12336,-0.12082,-0.12047,-0.11731,-0.11711,-0.11639,-0.11613,-0.11636,-0.11648,-0.11677,-0.1169,-0.11687,-0.11716,-0.11959,-0.11929,-0.11967,-0.11962,-0.12039,-0.12075,-0.12095,-0.12115,-0.1215,-0.12275,-0.12324,-0.1245,-0.12432,-0.12434,-0.12435,-0.12448,-0.1246
0.038484,0.038275,0.038645,0.0398,0.041417,0.041027,0.046549,0.05665,0.075756,0.077735,0.076607,0.075148,0.076787,0.076234,0.074034,0.072831,0.072212,0.067126,0.064884,0.065603,0.062352,0.057103,0.060743,0.058859,0.058568,0.05768,0.061318,0.062002,0.062087,0.06352,0.064365,0.065459,0.065198,0.065068
0.018894,0.020776,-0.014694,-0.0091301,-0.0054168,-0.0027203,-0.00066342,0.00060351,0.0021773,0.0026973,0.0046866,0.0058387,0.0089736,0.007445,0.0078121,0.00829,0.0088531,0.010369,0.011285,0.011921,0.01226,0.012805,0.012827,0.012547,0.011952,0.010831,0.010168,0.0093786,0.0082113,0.0069579,0.0053197,0.0029803,-0.00017181,-0.0020041
-0.37064,-0.3921,-0.45011,-0.46552,-0.4863,-0.49917,-0.51022,-0.52049,-0.53387,-0.53493,-0.53316,-0.52707,-0.51898,-0.51822,-0.52289,-0.52614,-0.53075,-0.52748,-0.52231,-0.51435,-0.49931,-0.48827,-0.48566,-0.47635,-0.46905,-0.44385,-0.40105,-0.3803,-0.31198,-0.28014,-0.23682,-0.19771,-0.16425,-0.13545
