0.0073512,0.0075688,0.0072358,0.0065172,0.0046447,0.0021274,-3.8207e-05,-0.0032114,-0.0040581,-0.0071666,-0.0083574,-0.012278,-0.010579,-0.012563,-0.012086,-0.011457,-0.010834,-0.013711,-0.012333,-0.012053,-0.012782,-0.012954,-0.013016,-0.013054,-0.013196,-0.013658,-0.013952,-0.01421,-0.014441,-0.014668,-0.011579,-0.0096718,-0.0092172,-0.0090557,-0.0088549,-0.0087413,-0.0086581
0.25533,0.25727,0.25779,0.25773,0.25493,0.25294,0.24182,0.24144,0.22514,0.22472,0.21975,0.21211,0.20166,0.19928,0.19887,0.19309,0.19353,0.19295,0.1936,0.19572,0.2002,0.20358,0.20594,0.20875,0.21392,0.22019,0.22526,0.22979,0.23355,0.23558,0.23849,0.24075,0.24318,0.24505,0.24689,0.24996,0.25237
-0.32534,-0.32869,-0.32937,-0.32836,-0.32399,-0.32255,-0.31476,-0.30528,-0.28397,-0.28284,-0.27533,-0.27034,-0.25872,-0.25956,-0.25472,-0.25337,-0.25512,-0.25692,-0.256,-0.25858,-0.26156,-0.26725,-0.27106,-0.27664,-0.28151,-0.29252,-0.29313,-0.29888,-0.30143,-0.30296,-0.30619,-0.31187,-0.31316,-0.3155,-0.3183,-0.32275,-0.32346
-0.048615,-0.046711,-0.043774,-0.040988,-0.029196,-0.025257,-0.017038,-0.017105,-0.013009,-0.010397,-0.0097167,-0.0085519,-0.008038,-0.0089714,-0.0091276,-0.0095893,-0.0095809,-0.0097901,-0.010044,-0.010311,-0.010657,-0.010575,-0.010765,-0.010787,-0.01059,-0.010676,-0.011331,-0.013005,-0.01658,-0.025448,-0.039568,-0.04163,-0.043336,-0.044763,-0.044942,-0.04163,-0.036648
0.0034295,0.0035206,0.0035601,0.0036032,0.0036762,0.0037885,0.0039354,0.0042745,0.0048109,0.0051113,0.0055176,0.0059719,0.006083,0.0065605,0.0072744,0.0070902,0.0069326,0.0074683,0.0074647,0.0073311,0.0071588,0.007352,0.0073362,0.0074132,0.00749,0.0074609,0.007352,0.0072537,0.0065439,0.0023067,0.0037746,0.0024462,-0.0016928,-0.0015326,-0.0027124,-0.003233,-0.0033945
-0.129,-0.16584,-0.17303,-0.19456,-0.21223,-0.23478,-0.23347,-0.2352,-0.23545,-0.24331,-0.25247,-0.25166,-0.24977,-0.24752,-0.24572,-0.24299,-0.23673,-0.23601,-0.23343,-0.23201,-0.22931,-0.22866,-0.22745,-0.22753,-0.22867,-0.23417,-0.23669,-0.24303,-0.28182,-0.31178,-0.28517,-0.27843,-0.25239,-0.22164,-0.1812,-0.1388,-0.10241
-0.60135,-0.64792,-0.68808,-0.71491,-0.73411,-0.75307,-0.77477,-0.7877,-0.78799,-0.79223,-0.79513,-0.80693,-0.8138,-0.80882,-0.79723,-0.80274,-0.81661,-0.81657,-0.81911,-0.82008,-0.8211,-0.82079,-0.82066,-0.81892,-0.81105,-0.81146,-0.7988,-0.77253,-0.70858,-0.60894,-0.43004,-0.33199,-0.20471,-0.15773,-0.10674,-0.072942,-0.058518
-0.19143,-0.20016,-0.18484,-0.18005,-0.16798,-0.17087,-0.17059,-0.18369,-0.18287,-0.15778,-0.14355,-0.15767,-0.17787,-0.19073,-0.2115,-0.19055,-0.20855,-0.23542,-0.21175,-0.18288,-0.20213,-0.23003,-0.21141,-0.18602,-0.19295,-0.15094,-0.15522,-0.15303,-0.052344,-0.095439,-0.014227,0.017157,0.03069,0.039222,0.046318,0.02473,0.0040877
-0.0043143,-0.0042974,-0.0042827,-0.004267,-0.004587,-0.0047534,-0.0052506,-0.0052327,-0.0052177,-0.0052816,-0.0055508,-0.0064113,-0.0084837,-0.0081956,-0.0085781,-0.0087294,-0.0090975,-0.0094971,-0.0097725,-0.0098959,-0.009936,-0.0099381,-0.0099225,-0.0099092,-0.0098829,-0.0097956,-0.0095165,-0.0083836,-0.0068206,-0.0054104,-0.00078328,-0.0013582,0.00060565,0.0027296,0.0036146,0.0039648,0.0041252
-0.1812,-0.19474,-0.21697,-0.23325,-0.23866,-0.24657,-0.25546,-0.25536,-0.25769,-0.25922,-0.26131,-0.2613,-0.26212,-0.26397,-0.26273,-0.26538,-0.26571,-0.2661,-0.26742,-0.26863,-0.26928,-0.27027,-0.27728,-0.27906,-0.27535,-0.27405,-0.26862,-0.27037,-0.26582,-0.29773,-0.30338,-0.28765,-0.22106,-0.24248,-0.17982,-0.14381,-0.1026
