0.010363,0.010113,0.010061,0.0098948,0.009103,0.0085865,0.0088211,0.0092192,0.0082462,0.0081568,0.0081687,0.0078119,0.0077142,0.0075061,0.0073957,0.0075665,0.0078499,0.0080459,0.0080316,0.0079583,0.0079721,0.0079298,0.0078974,0.0079039,0.0080564,0.0082349,0.0082158,0.0080872,0.0082036,0.0081574,0.0081472,0.0080792,0.0079619,0.0077951,0.0076202,0.0075938,0.0075959,0.0078344,0.008192,0.008409,0.0086469,0.0090219,0.0093282,0.0095579,0.0095374,0.0095362,0.0097829,0.010641,0.012601,0.011631,0.012979,0.012602,0.013587,0.013263,0.012879,0.012426
0.010102,0.012013,0.016062,0.025262,0.026199,0.030158,0.033835,0.035593,0.037406,0.04044,0.043994,0.046179,0.04699,0.04784,0.048724,0.049174,0.049452,0.05008,0.050247,0.050718,0.051059,0.051598,0.05223,0.053077,0.055275,0.05538,0.056433,0.058379,0.057546,0.05818,0.058528,0.058987,0.05927,0.059246,0.05927,0.059069,0.058791,0.056371,0.057311,0.056223,0.054584,0.05152,0.051109,0.048846,0.046958,0.045257,0.041922,0.043219,0.039918,0.033129,0.033404,0.032422,0.031195,0.025158,0.023626,0.020107
-0.027609,-0.030992,-0.038701,-0.039014,-0.046828,-0.047907,-0.051813,-0.055455,-0.058056,-0.063299,-0.06377,-0.064727,-0.067394,-0.066752,-0.069348,-0.072341,-0.072523,-0.072422,-0.072352,-0.073317,-0.07389,-0.075204,-0.076678,-0.077724,-0.079523,-0.080343,-0.084999,-0.082051,-0.0849,-0.086191,-0.086841,-0.087251,-0.087368,-0.087566,-0.087607,-0.087409,-0.087137,-0.086331,-0.085588,-0.083395,-0.082843,-0.079722,-0.080394,-0.077017,-0.074762,-0.071973,-0.068944,-0.064992,-0.063946,-0.059899,-0.055878,-0.053433,-0.051551,-0.044602,-0.043084,-0.039899
-0.091021,-0.094128,-0.096688,-0.097509,-0.10132,-0.10157,-0.10231,-0.10243,-0.10247,-0.10199,-0.10197,-0.10177,-0.10169,-0.10087,-0.10091,-0.10038,-0.10038,-0.1005,-0.10065,-0.1009,-0.10091,-0.10116,-0.10127,-0.10155,-0.10162,-0.10155,-0.10201,-0.10267,-0.10254,-0.10303,-0.10334,-0.10356,-0.10371,-0.10375,-0.10389,-0.10411,-0.10425,-0.10433,-0.10438,-0.10442,-0.10453,-0.10449,-0.10436,-0.10421,-0.10376,-0.10367,-0.10287,-0.10125,-0.10055,-0.10076,-0.10088,-0.09728,-0.095259,-0.085729,-0.075792,-0.077989
0.022455,0.019106,0.016035,0.012945,0.0053817,0.0029027,0.0036386,0.0041145,0.0054402,0.0055718,0.0023832,-0.0018707,-0.0038879,-0.0015974,0.0017012,0.0049377,0.0046373,0.0041011,0.0026065,0.00069479,5.7569e-05,-0.0020302,-0.00091983,0.00033234,0.0019194,0.0026251,0.0024948,0.0011279,0.00079227,-0.00097017,-0.00095812,-0.0018812,-0.0027621,-0.0026086,-0.0024651,-0.0023498,-0.0015905,-0.00062702,0.001115,0.0015018,0.0021665,0.0027553,0.0041349,0.004378,0.0053333,0.0054018,0.0057574,0.0060707,0.0065718,0.0074917,0.0072383,0.007673,0.0086444,0.012236,0.01226,0.01378
-0.22987,-0.30768,-0.34724,-0.36927,-0.33906,-0.34901,-0.3718,-0.37773,-0.38349,-0.37832,-0.30519,-0.26799,-0.23233,-0.25171,-0.27678,-0.30476,-0.32004,-0.29835,-0.26088,-0.23139,-0.20677,-0.19038,-0.20223,-0.23216,-0.25456,-0.26678,-0.25605,-0.23841,-0.21332,-0.20951,-0.21345,-0.21328,-0.21063,-0.21163,-0.20807,-0.21237,-0.22526,-0.23682,-0.25339,-0.27838,-0.30166,-0.33234,-0.33318,-0.36748,-0.39767,-0.40751,-0.38046,-0.369,-0.35893,-0.35038,-0.33619,-0.31388,-0.27856,-0.22803,-0.16838,-0.12728
-0.52138,-0.57635,-0.62942,-0.69124,-0.73215,-0.74804,-0.74636,-0.74706,-0.74642,-0.76328,0.82049,0.85022,0.87517,-0.87565,-0.86652,-0.84288,-0.82731,0.84211,0.86421,0.88234,0.89615,0.91059,0.90153,-0.87585,-0.86159,-0.86678,0.87482,0.89375,0.90186,0.90212,0.90178,0.9006,0.89909,0.89791,0.89811,0.89535,0.89251,0.8869,-0.87498,-0.85062,-0.82576,-0.80591,-0.78635,-0.74799,-0.71553,-0.69203,-0.6269,-0.57925,-0.49635,-0.42172,-0.37338,-0.3305,-0.31891,-0.38051,-0.44068,-0.53555
-0.092094,-0.01926,-0.045149,-0.045769,-0.036436,-0.031923,-0.027691,-0.023595,-0.08534,-0.08571,-0.090014,-0.082799,-0.077314,-0.086434,-0.11056,-0.072467,-0.129,-0.11903,-0.11311,-0.10962,-0.10277,-0.10148,-0.10903,-0.12195,-0.14326,-0.1481,-0.14321,-0.13476,-0.12671,-0.12271,-0.12649,-0.13151,-0.13033,-0.13457,-0.13526,-0.13455,-0.13272,-0.13414,-0.15737,-0.10789,-0.09246,-0.067695,-0.10174,-0.055103,-0.028745,0.020075,-0.028246,0.02857,-0.0072435,-0.021263,-0.0022461,-0.01484,-0.018448,0.039998,0.097984,0.16958
-0.0231,-0.019345,-0.018502,-0.012975,-0.0048084,-0.0017489,-0.00084122,-0.0027196,-0.0022928,-0.0021026,-0.00020782,0.002694,0.0042703,-0.00026086,0.00022807,-0.0014613,-0.002404,-0.0014187,0.00012253,-0.00050468,0.0033123,0.0046139,0.0033423,-0.00066704,-0.0010234,-0.00050723,-0.0014221,-0.00087604,-0.00011113,0.00099622,0.0010214,0.0015291,0.0014658,0.0013848,0.0018008,0.0018642,0.001448,0.0005938,-0.0020608,-0.0024194,-0.0022075,-0.0032861,-0.0038589,-0.0050248,-0.0059888,-0.0067308,-0.0066012,-0.0065573,-0.0065292,-0.0070879,-0.0071802,-0.0080086,-0.0086712,-0.010705,-0.012517,-0.016025
-0.24746,-0.31396,-0.37092,-0.39701,-0.43033,-0.43393,-0.4307,-0.43096,-0.43491,-0.43406,-0.4304,-0.43287,-0.43263,-0.43425,-0.43369,-0.42661,-0.42269,-0.42516,-0.42608,-0.42644,-0.42849,-0.43132,-0.43172,-0.43522,-0.43674,-0.43558,-0.43568,-0.43596,-0.43657,-0.43598,-0.43411,-0.42892,-0.42934,-0.42953,-0.42783,-0.4277,-0.42712,-0.42461,-0.4193,-0.40604,-0.40461,-0.39654,-0.39195,-0.37443,-0.36726,-0.3505,-0.34088,-0.33479,-0.32851,-0.32319,-0.30391,-0.27704,-0.24465,-0.20505,-0.16757,-0.13454
