-0.0042359,-0.0039692,-0.0039206,-0.0044695,-0.0054361,-0.0050133,-0.0047318,-0.0043087,-0.0030579,-0.0027298,-0.001633,-0.0016798,-0.0015615,-0.0017102,-0.0017804,-0.0018885,-0.0020689,-0.0022203,-0.002517,-0.0028655,-0.0027986,-0.0027366,-0.0029895,-0.00318,-0.0031682,-0.0033886,-0.0036974,-0.004056,-0.0043372,-0.0049382,-0.0064577,-0.0083697,-0.0088308,-0.010739,-0.01113,-0.013739,-0.013768,-0.014744,-0.015527,-0.015735,-0.014891,-0.012996
0.21846,0.22098,0.22379,0.23044,0.23153,0.23203,0.2332,0.23489,0.23634,0.23826,0.24077,0.24196,0.24407,0.24607,0.24857,0.25084,0.25315,0.25595,0.25778,0.25934,0.26145,0.26258,0.26228,0.26444,0.26622,0.26627,0.2683,0.27219,0.27282,0.27778,0.27665,0.27729,0.2777,0.27961,0.28046,0.27879,0.27619,0.26825,0.26597,0.2506,0.24291,0.22296
-0.27274,-0.27842,-0.28555,-0.29315,-0.2916,-0.29777,-0.30166,-0.30937,-0.30998,-0.3144,-0.31815,-0.32183,-0.32521,-0.32768,-0.3322,-0.33717,-0.3364,-0.33591,-0.33586,-0.34254,-0.34278,-0.34404,-0.34471,-0.34563,-0.34616,-0.34663,-0.34698,-0.34726,-0.34746,-0.34788,-0.3479,-0.34797,-0.34836,-0.35119,-0.35425,-0.35008,-0.34626,-0.34248,-0.33264,-0.32063,-0.2871,-0.26618
-0.045665,-0.051271,-0.056786,-0.066797,-0.068611,-0.070771,-0.077822,-0.084284,-0.085863,-0.088446,-0.089448,-0.091054,-0.091618,-0.091601,-0.092204,-0.092743,-0.093476,-0.093381,-0.093783,-0.094194,-0.095023,-0.095462,-0.096091,-0.096737,-0.096773,-0.098995,-0.101,-0.10433,-0.11101,-0.11298,-0.11622,-0.11892,-0.11728,-0.10817,-0.09252,-0.073319,-0.058305,-0.047992,-0.041053,-0.039756,-0.042135,-0.050173
0.0014582,0.00032787,0.0007884,6.475e-05,-0.00082209,-0.001614,-0.0022487,-0.0029475,-0.003507,-0.0040239,-0.0051958,-0.0060298,-0.0065675,-0.0068432,-0.0081402,-0.0079161,-0.0079737,-0.0082933,-0.0080832,-0.008242,-0.0082305,-0.0083394,-0.0083194,-0.0083039,-0.0083895,-0.0084006,-0.0084633,-0.0085691,-0.0087434,-0.0089714,-0.0093763,-0.0093283,-0.0098393,-0.010821,-0.010852,-0.010638,-0.0089065,-0.0078947,-0.0038038,-0.0021549,0.0016732,0.00053318
-0.027915,-0.028004,-0.027539,-0.027927,-0.027607,-0.027602,-0.027013,-0.02652,-0.025432,-0.026423,-0.026672,-0.025691,-0.024787,-0.02228,-0.022742,-0.022645,-0.022814,-0.022668,-0.022733,-0.022757,-0.022789,-0.022799,-0.022815,-0.02283,-0.022827,-0.022805,-0.022701,-0.022289,-0.021559,-0.02155,-0.021687,-0.022693,-0.023233,-0.024563,-0.027715,-0.026626,-0.025291,-0.022241,-0.021244,-0.015332,-0.016925,-0.022329
-0.104,-0.10392,-0.1036,-0.10318,-0.10455,-0.10542,-0.10847,-0.10844,-0.10982,-0.11129,-0.11216,-0.11247,-0.11301,-0.11382,-0.11395,-0.1139,-0.11447,-0.11508,-0.11536,-0.11551,-0.11571,-0.11574,-0.11574,-0.11591,-0.11593,-0.11592,-0.11599,-0.11622,-0.1168,-0.11496,-0.11423,-0.11118,-0.11257,-0.11132,-0.11217,-0.11198,-0.112,-0.11556,-0.12228,-0.12769,-0.12279,-0.12212
-0.063112,-0.062436,-0.057306,-0.054126,-0.046311,-0.037605,-0.029319,-0.022665,-0.019111,-0.010115,-0.0059095,-0.0020072,-0.0021382,0.00094733,0.0037763,0.0062328,0.0098255,0.010068,0.011621,0.012484,0.013149,0.013653,0.014793,0.016329,0.018215,0.019382,0.018962,0.018529,0.018037,0.017288,0.014627,0.011865,0.0095254,0.008165,0.0058166,-0.0044863,-0.025534,-0.045871,-0.060319,-0.071613,-0.078549,-0.083777
-0.0029658,-0.0024093,-0.0013624,0.00027959,0.0025251,0.0034802,0.004706,0.0055012,0.0053054,0.0052629,0.0068197,0.0075914,0.0077909,0.0081004,0.0086718,0.008509,0.0082979,0.0088585,0.0091592,0.0091985,0.0095229,0.0095539,0.0097052,0.0097268,0.0097187,0.0097177,0.0098367,0.0099307,0.010209,0.010242,0.010983,0.010797,0.010684,0.01143,0.011751,0.0098497,0.0090341,0.006579,0.0027732,0.0036366,0.00050868,-0.0034343
-0.15546,-0.18048,-0.19134,-0.19401,-0.20046,-0.22471,-0.26957,-0.31195,-0.34596,-0.38711,-0.41192,-0.43313,-0.44892,-0.4599,-0.46887,-0.48056,-0.4812,-0.4834,-0.48857,-0.48889,-0.49012,-0.49249,-0.49568,-0.4957,-0.49548,-0.49517,-0.49657,-0.49533,-0.49171,-0.46638,-0.45333,-0.42889,-0.35643,-0.29986,-0.24512,-0.13111,-0.083843,-0.017908,0.012059,0.039443,0.048625,0.034383
