-0.0032906,-0.0031408,-0.0029372,-0.0028905,-0.0026792,-0.0024113,-0.0023826,-0.0024675,-0.0023272,-0.0021885,-0.0020617,-0.0020633,-0.0021305,-0.0022099,-0.0023333,-0.0023394,-0.0023686,-0.0026133,-0.0025945,-0.0027139,-0.0025734,-0.0022509,-0.0015675,-0.00079456,-0.00049688,-0.00019755,0.00053828,0.0027528,0.0045036,0.0054722,0.0046315,0.0034276,0.0035461,0.002994,0.0026472,0.0020796,0.0016904,0.0040145,0.0034544,0.0027952,0.0021935,0.0013131,0.00054716,-0.00087427,-0.0011503,-0.001871,-0.0026138,-0.0024779,-0.0029802,-0.0035964,-0.0031085,-0.0038111,-0.0035877,-0.0034677,-0.0030434,-0.0027476,-0.0016715,-0.0010563,0.00031028,0.0017438,0.0033479,0.0032961,0.0028125,0.002585,0.0023951,0.0027364,0.0027518,0.0027671,0.0027227,0.0027754,0.0025931,0.0024962,0.0020732,0.0014225,0.00075922,0.00024502,0.00029617,0.00025029,-0.00028749,-0.00058127,-0.00071857,-0.00073319,-0.0010467,-0.0010148,-0.0013704,-0.001414,-0.001679,-0.0019372,-0.0020456,-0.0021446,-0.0023316,-0.0023683,-0.0025474,-0.0026762,-0.0027443,-0.0027822,-0.0027648,-0.002733,-0.0027124,-0.0027643
0.019737,0.020029,0.021817,0.022039,0.022067,0.022232,0.022675,0.02411,0.025193,0.026106,0.026058,0.027795,0.027779,0.029004,0.030697,0.0315,0.034037,0.03384,0.034132,0.036627,0.039032,0.040543,0.046087,0.042731,0.045091,0.047656,0.050365,0.054423,0.054677,0.054617,0.055329,0.054378,0.053131,0.05099,0.055925,0.057479,0.056735,0.052585,0.048697,0.044223,0.042133,0.033876,0.023177,0.018122,0.016028,0.010037,0.0053962,0.00092145,-0.0021411,-0.005486,-0.0079908,-0.012612,-0.012518,-0.015784,-0.017254,-0.019049,-0.024764,-0.025231,-0.025102,-0.026948,-0.028534,-0.030038,-0.030438,-0.031524,-0.032744,-0.032185,-0.032591,-0.032537,-0.031161,-0.027821,-0.0249,-0.02035,-0.0094556,-0.0050909,0.0041722,0.022592,0.019466,0.030642,0.041093,0.049434,0.054265,0.065682,0.07244,0.070541,0.075077,0.077483,0.083996,0.084017,0.086203,0.085295,0.085349,0.084863,0.083861,0.083002,0.081803,0.079799,0.079759,0.079446,0.078046,0.075863
-0.039564,-0.04103,-0.042748,-0.042592,-0.043687,-0.044348,-0.045973,-0.04999,-0.050307,-0.051885,-0.051755,-0.052959,-0.053769,-0.054825,-0.056322,-0.057897,-0.059868,-0.05991,-0.063268,-0.06529,-0.069504,-0.068693,-0.072191,-0.074868,-0.076897,-0.078762,-0.079585,-0.082506,-0.082872,-0.085368,-0.088737,-0.090153,-0.092613,-0.094644,-0.095255,-0.09462,-0.090528,-0.088484,-0.084959,-0.076794,-0.070509,-0.063138,-0.051084,-0.049248,-0.042356,-0.035478,-0.026185,-0.020573,-0.021165,-0.018575,-0.015607,-0.011163,-0.0077511,-0.0026162,0.0062168,0.0019409,0.0082195,0.0076564,0.0086999,0.008446,0.010509,0.012217,0.013552,0.013421,0.013622,0.015018,0.016402,0.017229,0.017285,0.0161,0.0094407,0.0078194,0.00053981,-0.0090621,-0.025471,-0.043559,-0.049191,-0.066373,-0.067791,-0.079052,-0.093532,-0.10051,-0.10199,-0.11085,-0.11158,-0.11475,-0.12145,-0.12025,-0.12063,-0.12013,-0.11946,-0.1198,-0.11886,-0.11586,-0.11694,-0.11473,-0.11465,-0.11425,-0.11103,-0.10883
-0.065934,-0.071222,-0.071787,-0.076127,-0.076568,-0.077699,-0.078687,-0.079544,-0.080418,-0.081893,-0.08305,-0.083215,-0.083156,-0.083116,-0.083874,-0.083718,-0.083292,-0.082816,-0.083498,-0.083728,-0.083599,-0.083419,-0.083488,-0.083967,-0.084905,-0.089142,-0.098725,-0.10142,-0.1039,-0.11061,-0.11541,-0.12114,-0.12053,-0.12397,-0.12667,-0.13017,-0.1307,-0.13252,-0.1336,-0.1341,-0.13585,-0.1351,-0.13603,-0.13597,-0.13606,-0.13602,-0.13586,-0.13563,-0.13516,-0.13526,-0.1351,-0.13512,-0.13509,-0.13488,-0.13453,-0.13402,-0.13276,-0.12943,-0.12426,-0.11615,-0.11876,-0.11244,-0.10568,-0.098705,-0.09354,-0.089985,-0.085785,-0.082485,-0.08343,-0.084357,-0.083391,-0.0837,-0.084168,-0.084467,-0.085041,-0.085073,-0.085203,-0.08514,-0.084836,-0.084207,-0.0833,-0.08266,-0.081305,-0.080834,-0.077275,-0.073898,-0.071331,-0.069839,-0.065333,-0.06238,-0.062022,-0.061659,-0.061395,-0.061509,-0.061321,-0.061306,-0.061289,-0.06122,-0.061136,-0.061062
0.026085,0.026133,0.026207,0.026223,0.02632,0.026453,0.026579,0.026609,0.026601,0.026685,0.026781,0.026858,0.026974,0.026981,0.026965,0.026935,0.026907,0.026888,0.026839,0.026766,0.026743,0.026777,0.026728,0.02663,0.026517,0.026381,0.02568,0.024772,0.02436,0.024163,0.023898,0.023769,0.023759,0.024008,0.024083,0.024141,0.0242,0.022215,0.024238,0.026107,0.026467,0.026957,0.027306,0.027538,0.02933,0.028336,0.02967,0.030391,0.030897,0.031077,0.030853,0.031155,0.031094,0.030939,0.030879,0.030767,0.030669,0.03067,0.030975,0.031264,0.031337,0.031583,0.032455,0.032301,0.032316,0.0323,0.032063,0.031654,0.030704,0.029595,0.028961,0.028383,0.026966,0.026081,0.026815,0.025103,0.025998,0.02595,0.025823,0.025152,0.024745,0.02431,0.023994,0.023876,0.023809,0.023519,0.023234,0.023242,0.023171,0.023143,0.023125,0.02311,0.023089,0.023077,0.023029,0.022973,0.022922,0.022899,0.022913,0.022914
-0.036951,-0.036988,-0.037897,-0.037661,-0.039108,-0.040285,-0.041172,-0.041951,-0.042552,-0.042599,-0.042537,-0.042476,-0.0425,-0.042567,-0.042586,-0.042635,-0.042759,-0.043119,-0.042994,-0.043357,-0.043312,-0.04359,-0.043498,-0.043646,-0.043604,-0.04346,-0.04319,-0.043388,-0.044565,-0.045263,-0.046556,-0.047881,-0.048697,-0.050529,-0.051742,-0.053491,-0.053435,-0.050501,-0.058167,-0.053834,-0.056537,-0.057243,-0.057774,-0.070581,-0.084239,-0.081142,-0.076632,-0.072332,-0.071636,-0.069724,-0.068516,-0.066146,-0.063138,-0.057175,-0.061503,-0.057871,-0.055724,-0.056021,-0.056107,-0.056062,-0.054761,-0.054143,-0.054049,-0.053786,-0.053392,-0.053042,-0.052147,-0.05074,-0.04884,-0.047127,-0.044543,-0.046036,-0.044327,-0.04359,-0.043513,-0.043191,-0.042904,-0.042754,-0.04285,-0.042936,-0.043167,-0.043397,-0.043733,-0.04423,-0.044791,-0.044992,-0.045519,-0.045467,-0.045659,-0.046137,-0.046909,-0.047519,-0.047859,-0.048039,-0.047996,-0.047918,-0.04794,-0.047907,-0.047867,-0.04784
-0.1519,-0.15196,-0.15195,-0.15197,-0.15186,-0.15185,-0.15188,-0.15178,-0.15178,-0.15181,-0.15186,-0.15193,-0.15196,-0.15187,-0.15178,-0.15162,-0.15134,-0.15104,-0.15081,-0.15081,-0.15089,-0.1508,-0.15075,-0.15075,-0.1507,-0.15024,-0.1501,-0.14937,-0.14991,-0.15042,-0.15021,-0.15069,-0.15127,-0.15203,-0.1531,-0.15325,-0.15408,-0.1547,-0.15555,-0.15535,-0.15663,-0.15822,-0.16041,-0.16672,-0.16377,-0.1664,-0.16598,-0.16564,-0.1663,-0.16648,-0.16647,-0.1665,-0.1664,-0.16595,-0.16529,-0.16525,-0.16444,-0.16392,-0.16276,-0.16157,-0.1613,-0.16035,-0.15752,-0.15415,-0.15242,-0.15249,-0.15143,-0.15063,-0.14988,-0.14893,-0.1477,-0.1461,-0.14323,-0.14309,-0.14228,-0.14174,-0.14042,-0.1389,-0.13784,-0.13712,-0.13661,-0.13654,-0.13657,-0.13629,-0.13625,-0.13607,-0.13609,-0.13617,-0.13607,-0.13597,-0.13591,-0.13581,-0.13578,-0.13574,-0.13572,-0.13566,-0.13551,-0.13551,-0.1354,-0.13534
0.056417,0.056455,0.056505,0.056508,0.056534,0.056543,0.056568,0.056565,0.056555,0.056551,0.056563,0.056575,0.056565,0.05642,0.056371,0.056273,0.056194,0.056159,0.056019,0.056011,0.056081,0.056011,0.055958,0.055798,0.054941,0.054845,0.055367,0.053902,0.05489,0.054524,0.054551,0.054634,0.057849,0.057259,0.057443,0.056169,0.055461,0.054283,0.05233,0.049148,0.048476,0.049007,0.050828,0.053971,0.052236,0.05276,0.05191,0.051551,0.051568,0.051445,0.051602,0.055201,0.057623,0.058305,0.057267,0.058463,0.057118,0.05705,0.055929,0.05386,0.05153,0.049685,0.04366,0.046978,0.045534,0.046134,0.047446,0.048739,0.04993,0.051195,0.051934,0.053007,0.053818,0.054335,0.054664,0.055071,0.055332,0.055187,0.055103,0.055773,0.055496,0.055924,0.056048,0.05597,0.055925,0.055842,0.055799,0.055784,0.055709,0.0556,0.055489,0.055352,0.055155,0.054885,0.053572,0.054357,0.054462,0.053623,0.053001,0.053022
-0.026553,-0.026622,-0.026698,-0.026708,-0.026755,-0.026811,-0.026942,-0.027061,-0.027158,-0.027227,-0.027277,-0.027321,-0.027368,-0.027416,-0.027447,-0.027466,-0.027488,-0.027473,-0.027467,-0.027433,-0.027398,-0.027407,-0.027412,-0.027415,-0.027368,-0.027157,-0.026759,-0.026401,-0.026487,-0.026781,0.02817,0.030632,0.032403,0.034467,0.03435,0.034193,0.034387,-0.031316,0.034374,0.039659,0.039744,0.039717,0.03972,0.04005,0.043231,0.044295,0.044823,0.045727,0.046194,0.046364,0.045986,-0.043911,-0.037443,-0.035162,-0.034927,-0.033623,-0.032531,-0.032804,-0.033215,-0.033541,-0.033314,-0.033394,-0.033454,-0.033403,-0.033361,-0.033229,-0.032775,-0.032698,-0.032053,-0.031444,-0.030735,-0.029659,-0.029909,-0.029921,-0.029034,-0.026762,-0.027116,-0.026735,-0.025767,-0.024992,-0.024461,-0.023459,-0.024261,-0.024472,-0.024649,-0.024861,-0.025172,-0.024605,-0.024655,-0.024542,-0.024429,-0.02439,-0.024284,-0.024254,-0.024244,-0.024229,-0.024212,-0.024219,-0.024129,-0.024034
-0.080699,-0.080903,-0.080991,-0.081007,-0.081096,-0.08118,-0.081264,-0.081374,-0.081368,-0.081327,-0.081365,-0.081361,-0.081359,-0.081353,-0.081308,-0.081283,-0.081289,-0.081259,-0.081208,-0.081047,-0.085088,-0.096138,-0.1131,-0.13233,-0.17362,-0.21286,-0.24705,-0.29596,-0.33792,-0.3626,-0.38763,-0.41101,-0.43997,-0.44989,-0.46571,-0.46976,-0.46978,-0.46488,-0.48063,-0.48594,-0.48632,-0.4893,-0.48609,-0.48263,-0.4772,-0.47353,-0.47247,-0.47703,-0.48109,-0.48536,-0.48834,-0.4659,-0.42573,-0.38806,-0.31368,-0.27901,-0.25778,-0.22509,-0.19155,-0.16968,-0.16194,-0.16081,-0.15371,-0.15245,-0.14705,-0.1398,-0.13943,-0.13382,-0.13243,-0.131,-0.12011,-0.10823,-0.10252,-0.096592,-0.095599,-0.09444,-0.092203,-0.091944,-0.090736,-0.090794,-0.090281,-0.088755,-0.089001,-0.089601,-0.089198,-0.089715,-0.090563,-0.091816,-0.093425,-0.09378,-0.09503,-0.095491,-0.095685,-0.095743,-0.095683,-0.095602,-0.095517,-0.095393,-0.095236,-0.095127
