-0.014013,-0.015027,-0.019711,-0.015935,-0.011784,-0.0085182,-0.0056835,-0.0052376,-0.0053958,-0.0048744,-0.0047274,-0.005146,-0.0046612,-0.0051312,-0.0055649,-0.0059126,-0.0055973,-0.0052201,-0.0050275,-0.0046639,-0.0042982,-0.0042682,-0.0040746,-0.0040829,-0.004692,-0.0057968,-0.0083576,-0.010802,-0.013614,-0.015843,-0.019105,-0.021631,-0.024238,-0.025675,-0.025197,-0.02378
0.27503,0.27528,0.2755,0.2768,0.27849,0.27881,0.27824,0.27685,0.27557,0.27605,0.27599,0.27611,0.27642,0.27658,0.2768,0.27692,0.2776,0.27763,0.27777,0.278,0.27818,0.27857,0.27899,0.27906,0.27909,0.27754,0.27489,0.27343,0.27249,0.27276,0.27326,0.27407,0.27512,0.27455,0.27534,0.27611
-0.34256,-0.34306,-0.34272,-0.34584,-0.34811,-0.34719,-0.34671,-0.34856,-0.35049,-0.34933,-0.35032,-0.3509,-0.35126,-0.35173,-0.35226,-0.35209,-0.35201,-0.35235,-0.35381,-0.35348,-0.35316,-0.35289,-0.35445,-0.35637,-0.35533,-0.35472,-0.35462,-0.35275,-0.35296,-0.35311,-0.35317,-0.35328,-0.35345,-0.35353,-0.35378,-0.35405
-0.049697,-0.053842,-0.062265,-0.069987,-0.074567,-0.082376,-0.087931,-0.089768,-0.088628,-0.088302,-0.085803,-0.07761,-0.072978,-0.066621,-0.063788,-0.057938,-0.048765,-0.030825,-0.028474,-0.023691,-0.024543,-0.024672,-0.029341,-0.034583,-0.034413,-0.039096,-0.045959,-0.052495,-0.052892,-0.051663,-0.050268,-0.045891,-0.042006,-0.041252,-0.038861,-0.037379
-0.0080639,-0.013208,-0.012848,-0.016746,-0.017658,-0.017354,-0.018409,-0.018974,-0.018952,-0.019468,-0.019851,-0.020087,-0.020617,-0.021459,-0.021282,-0.021868,-0.021834,-0.022348,-0.022865,-0.02276,-0.022722,-0.023156,-0.0235,-0.023741,-0.023728,-0.023638,-0.023978,-0.023673,-0.023145,-0.022135,-0.020978,-0.020656,-0.019539,-0.018227,-0.016715,-0.015067
-0.0058874,0.00017408,-0.00029201,0.0034009,0.0069943,0.0074321,0.0091998,0.010967,0.010273,0.010982,0.010972,0.010538,0.011193,0.011051,0.011079,0.010921,0.011197,0.011309,0.011458,0.011563,0.012222,0.01194,0.012279,0.012341,0.012145,0.012223,0.01492,0.015356,0.012969,0.01158,0.0098047,0.010632,0.012195,0.011534,0.011289,0.0083555
-0.07545,-0.076667,-0.076487,-0.065709,-0.053573,-0.047902,-0.045665,-0.043137,-0.046296,-0.054325,-0.060823,-0.064243,-0.065268,-0.067048,-0.066599,-0.063636,-0.065082,-0.067746,-0.066129,-0.067113,-0.066785,-0.066789,-0.06809,-0.069581,-0.070025,-0.070033,-0.070534,-0.071849,-0.07338,-0.074796,-0.07594,-0.081936,-0.083491,-0.086258,-0.083522,-0.080067
-0.020743,-0.018881,-0.016371,-0.01969,-0.024327,-0.026257,-0.027051,-0.026583,-0.020639,-0.016014,-0.0099833,-0.0060695,-0.0040701,-0.004748,-0.01464,-0.025233,-0.033399,-0.033305,-0.035482,-0.038141,-0.039821,-0.040576,-0.042376,-0.042114,-0.04386,-0.045438,-0.04648,-0.046611,-0.047122,-0.047748,-0.048293,-0.048977,-0.050679,-0.053941,-0.059012,-0.061508
0.0093475,0.011809,0.014224,0.01813,0.017852,0.018574,0.019909,0.020796,0.020999,0.021207,0.021548,0.021729,0.02218,0.022131,0.022597,0.022468,0.022836,0.022989,0.023379,0.02335,0.023582,0.023598,0.02353,0.023676,0.023644,0.02378,0.024256,0.024819,0.024991,0.024536,0.023681,0.024107,0.022174,0.020103,0.016282,0.015931
-0.21366,-0.23526,-0.24355,-0.26886,-0.29462,-0.31079,-0.34135,-0.34151,-0.34641,-0.35663,-0.36976,-0.37292,-0.37423,-0.37507,-0.37761,-0.37799,-0.38591,-0.39644,-0.40242,-0.40457,-0.40265,-0.3997,-0.40106,-0.40068,-0.38848,-0.36232,-0.29096,-0.23722,-0.17968,-0.14178,-0.090067,-0.062704,-0.038643,-0.026923,-0.021662,-0.001819
