0.013703,0.013911,0.016542,0.016289,0.018506,0.017503,0.018105,0.018339,0.018051,0.015718,0.013601,0.0077185,0.0050543,0.00015258,-0.0035768,0.00012703,0.0063766,0.008065,0.0084649,0.007581,0.0076115,0.0092945,0.0098597,0.010303,0.01089,0.011756,0.012644,0.013543,0.013997,0.014311,0.014613,0.014951,0.015981,0.014634,0.015076,0.016035,0.015637,0.016572,0.017557,0.017958,0.017341,0.014833,0.014599
0.021133,0.025096,0.035629,0.036749,0.051366,0.051301,0.070311,0.077313,0.085565,0.089587,0.098571,0.10488,0.11415,0.11488,0.11767,0.11594,0.10936,0.096927,0.095272,0.086059,0.074101,0.057596,0.052613,0.04509,0.040134,0.029157,0.025529,0.018837,0.014535,0.0099109,0.0069284,0.00043344,-0.0032189,-0.0091403,-0.012762,-0.014685,-0.015913,-0.018179,-0.019974,-0.021477,-0.022333,-0.021717,-0.020756
-0.051489,-0.05328,-0.061043,-0.068217,-0.076762,-0.082112,-0.091275,-0.10584,-0.1077,-0.11598,-0.12433,-0.12981,-0.13248,-0.14305,-0.14253,-0.14083,-0.13672,-0.13121,-0.11837,-0.11554,-0.10222,-0.084783,-0.074374,-0.064714,-0.056696,-0.055847,-0.047405,-0.039477,-0.033072,-0.023478,-0.024207,-0.020993,-0.018447,-0.01618,-0.014283,-0.0077707,-0.0066142,-0.0044384,-0.0013136,-0.00098191,-0.0016036,-0.0009188,-0.0011495
-0.078105,-0.080815,-0.083411,-0.085066,-0.091301,-0.090966,-0.10074,-0.10114,-0.10936,-0.11547,-0.11866,-0.1249,-0.13309,-0.13292,-0.13444,-0.13328,-0.13422,-0.13558,-0.13717,-0.13577,-0.13806,-0.13648,-0.13538,-0.13599,-0.13757,-0.14204,-0.14346,-0.14506,-0.14586,-0.14797,-0.14867,-0.14778,-0.1481,-0.14613,-0.14384,-0.13941,-0.13529,-0.13122,-0.12791,-0.12599,-0.12275,-0.11618,-0.10709
0.016806,0.016982,0.017497,0.018175,0.018737,0.018621,0.018443,0.018765,0.01872,0.018109,0.018098,0.01849,0.018419,0.022286,0.019759,0.016447,0.0122,0.010882,0.0091316,0.0098012,0.0092143,0.0098219,0.01056,0.011398,0.01098,0.01057,0.010135,0.0097135,0.010261,0.010438,0.010348,0.010458,0.013698,0.017065,0.018419,0.020168,0.021214,0.021853,0.022676,0.0234,0.024595,0.024558,0.024459
-0.082012,-0.081701,-0.081719,-0.0821,-0.084646,-0.09247,-0.092056,-0.097435,-0.10066,-0.1158,-0.1143,-0.1164,-0.11543,-0.11623,-0.11375,-0.11283,-0.1098,-0.10726,-0.10705,-0.10658,-0.10999,-0.11287,-0.1134,-0.11338,-0.11225,-0.11104,-0.1115,-0.1102,-0.10838,-0.10528,-0.10502,-0.10323,-0.1071,-0.10614,-0.10668,-0.10731,-0.10784,-0.10752,-0.10805,-0.10754,-0.10618,-0.10317,-0.099817
-0.18204,-0.18469,-0.18615,-0.18732,-0.19047,-0.19487,-0.19252,-0.19019,-0.18782,-0.19096,-0.19139,-0.19161,-0.19182,-0.19209,-0.19379,-0.19677,-0.20384,-0.20736,-0.21069,-0.21291,-0.21314,-0.21571,-0.21875,-0.22064,-0.22167,-0.22322,-0.22495,-0.22495,-0.22675,-0.22621,-0.22658,-0.22656,-0.22586,-0.22106,-0.21605,-0.21949,-0.21621,-0.21423,-0.21223,-0.21031,-0.20901,-0.20851,-0.20836
0.0079373,0.011425,0.01187,0.013284,0.013994,0.013495,0.014329,0.015315,0.016446,0.017193,0.015315,0.016057,0.017902,0.017529,0.018972,0.021769,0.022431,0.024156,0.031371,0.029181,0.035462,0.041363,0.04859,0.040891,0.037841,0.041561,0.048708,0.044327,0.038638,0.03461,0.02365,0.018117,0.0038899,-0.0021315,-0.0018072,-0.0016947,0.0010904,0.003684,0.0056094,0.0092948,0.014743,0.020592,0.018196
-0.017539,-0.018327,-0.018639,-0.0186,-0.019487,-0.019373,-0.019932,-0.019928,-0.019926,-0.020092,0.023254,0.024358,0.026416,0.033849,-0.034198,-0.022869,-0.01737,-0.012727,-0.010063,-0.0097774,-0.010737,-0.011022,-0.010796,-0.011263,-0.01191,-0.011523,-0.011799,-0.011691,-0.011578,-0.011325,-0.011187,-0.011162,-0.016595,-0.0236,-0.026931,-0.029358,-0.030475,-0.030408,-0.031063,-0.031298,-0.03119,-0.030965,-0.030118
-0.11874,-0.15544,-0.15239,-0.16099,-0.17199,-0.17791,-0.21607,-0.25753,-0.30841,-0.3396,-0.35399,-0.3673,-0.38026,-0.41441,-0.42292,-0.42015,-0.40818,-0.41424,-0.42313,-0.42653,-0.4491,-0.47698,-0.50332,-0.52479,-0.53138,-0.52674,-0.5165,-0.50446,-0.49045,-0.49429,-0.49272,-0.49342,-0.48883,-0.46564,-0.43835,-0.35869,-0.33277,-0.30369,-0.26305,-0.22393,-0.19326,-0.16224,-0.13161
