0.0024021,0.0034295,0.0049166,0.0047127,0.0034351,0.00064369,-0.00049024,-0.0034982,-0.0044192,-0.0054843,-0.0046727,-0.0013555,-0.0021033,-0.0012768,-0.0020136,-0.0055306,-0.003342,-0.0042809,-0.0039398,-0.0040215,-0.0040886,-0.0036956,-0.003593,-0.0036707,-0.0037643,-0.0040556,-0.004267,-0.0041804,-0.0032124,-0.0022027,-0.001247,-0.00038259,0.00096922,0.0023357,0.0036546,0.0048153,0.0046442,0.0046928
-0.0055003,0.0083885,0.020676,0.02242,0.040349,0.04046,0.04421,0.046487,0.044786,0.038897,0.033453,0.026783,0.020136,0.017091,0.013292,0.0071747,0.0028816,-0.00034315,-0.0064025,-0.0070447,-0.0094235,-0.012895,-0.014913,-0.020178,-0.020431,-0.022408,-0.023559,-0.026016,-0.026055,-0.026685,-0.027713,-0.031741,-0.03526,-0.03654,-0.036311,-0.035759,-0.035396,-0.035368
-0.0056634,-0.016174,-0.031898,-0.052013,-0.067402,-0.066975,-0.070268,-0.074058,-0.072948,-0.069084,-0.06447,-0.052033,-0.049054,-0.042614,-0.036504,-0.034128,-0.027569,-0.022504,-0.01452,-0.014827,-0.012513,-0.010267,-0.0051063,-0.0025245,0.0010659,0.0039804,0.005681,0.010066,0.0071507,0.011956,0.0095194,0.011776,0.013309,0.012956,0.013897,0.014695,0.015508,0.015625
-0.1224,-0.14091,-0.15072,-0.15531,-0.16776,-0.17673,-0.1822,-0.18617,-0.17352,-0.17522,-0.17337,-0.17274,-0.17268,-0.17272,-0.17013,-0.16938,-0.16366,-0.16264,-0.1611,-0.15986,-0.15821,-0.15671,-0.15082,-0.15115,-0.14869,-0.14824,-0.14795,-0.14457,-0.14183,-0.13847,-0.13311,-0.12485,-0.11172,-0.095698,-0.078521,-0.052543,-0.049551,-0.032314
0.025759,0.025644,0.025411,0.024835,0.025081,0.026271,0.028768,0.031227,0.033974,0.035042,0.03432,0.030189,0.030101,0.034066,0.037727,0.040873,0.04225,0.045266,0.046519,0.047334,0.04908,0.050387,0.049744,0.049093,0.04822,0.048906,0.048314,0.048151,0.045888,0.044426,0.042984,0.04115,0.039288,0.037035,0.035172,0.033679,0.03309,0.032073
-0.052424,-0.054381,-0.050958,-0.053045,-0.059167,-0.068172,-0.074863,-0.083083,-0.091371,-0.10059,-0.10582,-0.10224,-0.10149,-0.10142,-0.10394,-0.10578,-0.11391,-0.11819,-0.12103,-0.124,-0.1235,-0.12279,-0.12441,-0.12524,-0.12447,-0.12372,-0.12181,-0.11917,-0.1118,-0.10759,-0.1022,-0.089887,-0.082889,-0.075324,-0.068723,-0.068503,-0.068251,-0.067214
-0.17196,-0.17072,-0.16935,-0.16859,-0.17241,-0.18199,-0.18232,-0.18734,-0.19074,-0.19601,-0.20095,-0.20914,-0.20997,-0.21507,-0.216,-0.21892,-0.21774,-0.21947,-0.21924,-0.2194,-0.21913,-0.21906,-0.21818,-0.21737,-0.21696,-0.21634,-0.21462,-0.21469,-0.21442,-0.21442,-0.21449,-0.21455,-0.21456,-0.21114,-0.20863,-0.20423,-0.20268,-0.20095
0.019094,0.022543,0.026458,0.029802,0.032867,0.032759,0.032955,0.033508,0.033985,0.033472,0.033223,0.033217,0.032509,0.032055,0.030077,0.03001,0.030045,0.027609,0.025469,0.02585,0.026064,0.024818,0.024854,0.025049,0.02496,0.025254,0.025391,0.025362,0.027478,0.029966,0.032423,0.034316,0.03463,0.03004,0.02973,0.029873,0.029358,0.021479
-0.028429,-0.028311,-0.028552,-0.028636,0.031965,0.037778,0.048319,0.049921,0.054653,-0.04977,-0.046277,-0.034877,0.043724,0.049,0.051511,0.054923,0.05668,0.058213,0.059832,0.060707,0.061165,0.063709,0.065322,0.064798,0.068844,0.072134,0.069318,-0.063578,-0.057397,-0.049873,-0.049561,-0.045854,-0.043172,-0.040679,-0.039184,-0.037346,-0.035859,-0.032271
-0.23521,-0.29668,-0.33503,-0.38061,-0.40826,-0.4253,-0.44734,-0.4729,-0.49103,-0.48551,-0.4912,-0.4958,-0.5124,-0.51571,-0.54368,-0.57375,-0.58613,-0.58878,-0.57659,-0.53696,-0.53713,-0.52565,-0.51316,-0.50204,-0.47058,-0.44901,-0.43144,-0.40553,-0.30727,-0.27232,-0.23441,-0.19329,-0.16044,-0.13163,-0.10956,-0.098996,-0.09313,-0.08773
