0.029193,0.02919,0.029225,0.029459,0.029529,0.026146,0.021484,0.01983,0.016056,0.013373,0.0073508,-0.0003597,-0.0007036,-0.0042279,-0.0070165,-0.0082897,-0.012462,-0.014816,-0.014944,-0.015369,-0.015756,-0.016356,-0.016925,-0.016977,-0.017603,-0.017128,-0.017302,-0.017263,-0.015731,-0.015534,-0.015759,-0.015177,-0.014951,-0.014621,-0.014178,-0.012506,-0.0085,-0.0073335,-0.0048553,-0.00085664,0.0013763,0.0022951,0.0014557,0.001905
-0.034567,-0.03464,-0.034632,-0.034697,-0.034832,-0.035808,-0.036041,-0.034942,-0.03333,-0.032389,-0.026473,-0.025944,-0.020764,-0.019397,-0.01651,-0.015002,-0.014412,-0.014235,-0.015304,-0.015401,-0.016708,-0.018003,-0.019003,-0.020505,-0.022031,-0.023499,-0.02451,-0.025398,-0.025338,-0.02655,-0.027167,-0.028487,-0.029919,-0.029578,-0.030199,-0.030232,-0.030174,-0.030298,-0.030386,-0.030941,-0.03107,-0.031489,-0.03188,-0.032159
0.018472,0.01845,0.018655,0.0189,0.019046,0.019072,0.019104,0.018788,0.017848,0.015903,0.013781,0.011285,0.0087617,0.0057906,0.0021627,-0.00014253,-0.00019665,-0.00032974,-0.00024782,0.00020749,0.00052754,0.0011757,0.0023122,0.003408,0.0031906,0.0057489,0.0079542,0.0078227,0.0097142,0.0095092,0.0094732,0.010646,0.011237,0.012535,0.014182,0.014987,0.015627,0.016099,0.016241,0.017397,0.017572,0.018206,0.018258,0.018585
-0.056342,-0.055426,-0.057103,-0.06435,-0.063523,-0.071812,-0.084742,-0.11188,-0.11286,-0.13263,-0.13559,-0.13786,-0.14172,-0.14394,-0.14863,-0.15138,-0.15171,-0.15447,-0.15252,-0.15356,-0.15197,-0.14979,-0.14695,-0.14517,-0.14289,-0.14158,-0.14202,-0.14254,-0.14297,-0.14327,-0.14262,-0.14261,-0.14251,-0.14168,-0.13906,-0.13823,-0.13533,-0.1328,-0.13038,-0.12513,-0.12406,-0.11272,-0.11481,-0.11093
0.022045,0.021869,0.021796,0.021794,0.021811,0.021824,0.02185,0.022062,0.022288,0.023061,0.023853,0.024103,0.025296,0.027547,0.030259,0.032527,0.032892,0.030638,0.027883,0.027494,0.02985,0.036259,0.036344,0.037959,0.038948,0.03703,0.036907,0.035865,0.035392,0.036512,0.039239,0.038624,0.041329,0.042799,0.043164,0.043159,0.043113,0.042869,0.04213,0.041947,0.041302,0.040703,0.039612,0.038679
-0.02064,-0.02096,-0.020882,-0.021064,-0.02116,-0.02625,-0.034909,-0.041762,-0.048442,-0.056352,-0.065146,-0.073749,-0.07831,-0.084768,-0.097053,-0.1009,-0.1084,-0.11185,-0.11473,-0.1131,-0.11179,-0.11263,-0.12067,-0.11714,-0.11824,-0.12067,-0.12128,-0.1207,-0.11989,-0.12005,-0.12013,-0.12237,-0.12293,-0.12381,-0.12694,-0.13009,-0.13125,-0.13106,-0.12975,-0.12645,-0.12481,-0.12407,-0.1205,-0.11659
-0.16775,-0.16598,-0.16498,-0.16412,-0.16413,-0.16743,-0.17697,-0.19658,-0.23331,-0.23928,-0.25804,-0.28189,-0.28308,-0.30315,-0.31045,-0.3243,-0.3209,-0.32989,-0.33116,-0.33048,-0.33157,-0.33157,-0.33137,-0.33048,-0.33034,-0.32896,-0.32633,-0.32764,-0.32447,-0.32503,-0.32093,-0.31987,-0.31551,-0.31148,-0.30779,-0.30565,-0.30117,-0.29365,-0.29394,-0.28497,-0.28299,-0.27448,-0.26931,-0.2598
-0.18928,-0.22326,-0.15329,-0.1278,-0.096774,-0.072442,-0.055089,-0.027812,-0.0033466,0.011869,0.023046,0.029025,0.037583,0.045054,0.046433,0.050112,0.053172,0.052805,0.062272,0.063998,0.059478,0.049248,0.041289,0.040522,0.044727,0.053962,0.058792,0.071515,0.073133,0.080583,0.094488,0.088729,0.088368,0.087121,0.093509,0.091472,0.093997,0.093918,0.093862,0.08932,0.085399,0.077458,0.062207,0.046676
0.021947,0.021812,0.021764,0.022513,0.021972,0.022544,0.022349,0.022582,0.023035,-0.025891,-0.030464,-0.035661,-0.039488,0.042409,0.047908,0.048835,0.057247,-0.050122,-0.045097,-0.044627,0.051384,0.058738,0.060532,0.06012,0.059803,-0.056992,-0.053815,-0.052248,-0.05287,0.058484,0.064212,0.068197,0.068068,0.066403,-0.062323,-0.057882,-0.054758,-0.051977,-0.049794,-0.04718,-0.04387,-0.04323,-0.039379,-0.037851
-0.076134,-0.079312,-0.098844,-0.12715,-0.15019,-0.19814,-0.25465,-0.29984,-0.32596,-0.34523,-0.35779,-0.36436,-0.37195,-0.37743,-0.39684,-0.46433,-0.44288,-0.40755,-0.38054,-0.35142,-0.35438,-0.38799,-0.42054,-0.44037,-0.44745,-0.43352,-0.41595,-0.3962,-0.38182,-0.38303,-0.37304,-0.36451,-0.36707,-0.36489,-0.35266,-0.26838,-0.22666,-0.20966,-0.20523,-0.19495,-0.18391,-0.17449,-0.1561,-0.13417
