-0.010859,-0.0095066,-0.0075006,-0.0067223,-0.0036553,-0.004631,-0.0037953,-0.0004261,-0.00089702,0.00053125,0.0016364,0.0036994,0.0037729,0.0047679,0.0057022,0.0074629,0.0064024,0.007196,0.0075936,0.0075327,0.0074802,0.0078132,0.0081405,0.0084417,0.0085655,0.0085775,0.0087542,0.0081216,0.0064862,0.0067072,0.0064936,0.0058322,0.0062036,0.0094809,0.0075289,0.0053082,0.0041413,0.003337,0.0027676
0.25587,0.25845,0.26124,0.26022,0.25813,0.2535,0.24057,0.23459,0.21976,0.20764,0.18651,0.17682,0.17678,0.16964,0.16938,0.16773,0.16664,0.16421,0.16218,0.16113,0.16118,0.16095,0.16092,0.16105,0.16185,0.16295,0.1661,0.17279,0.17902,0.19026,0.20012,0.21183,0.21445,0.2185,0.22472,0.2329,0.23382,0.23841,0.24205
-0.32258,-0.32437,-0.32366,-0.32541,-0.31828,-0.31028,-0.29942,-0.29397,-0.2782,-0.26452,-0.25096,-0.23856,-0.22599,-0.22675,-0.22225,-0.21982,-0.21681,-0.21675,-0.21544,-0.21608,-0.21675,-0.21755,-0.21645,-0.21656,-0.21687,-0.21788,-0.22043,-0.2261,-0.23596,-0.26295,-0.26316,-0.27061,-0.2866,-0.28641,-0.29446,-0.30025,-0.30436,-0.31439,-0.31505
-0.023077,-0.025352,-0.024431,-0.022051,-0.019507,-0.019408,-0.01747,-0.015078,-0.013685,-0.013814,-0.014857,-0.015438,-0.016559,-0.016952,-0.017456,-0.017616,-0.017903,-0.017529,-0.016936,-0.015581,-0.014523,-0.014018,-0.01288,-0.013464,-0.013485,-0.013791,-0.015147,-0.017274,-0.019448,-0.019684,-0.035398,-0.049944,-0.054537,-0.064932,-0.069449,-0.066079,-0.062717,-0.058951,-0.050785
0.0032654,0.0023237,0.0013647,0.0011217,-0.00090898,-0.0017027,-0.0018131,-0.0022832,-0.0027635,-0.0033628,-0.0041381,-0.0053148,-0.0049765,-0.0054487,-0.00547,-0.0055125,-0.0056326,-0.0057497,-0.0058046,-0.0057433,-0.0056464,-0.0056187,-0.0055176,-0.0054398,-0.005453,-0.0055602,-0.0055065,-0.0054891,-0.0051875,-0.0043012,-0.0037757,-0.0042726,-0.0062244,-0.0080369,-0.0096908,-0.012221,-0.013564,-0.013156,-0.0136
-0.15179,-0.18076,-0.20638,-0.22756,-0.23887,-0.24977,-0.26273,-0.27102,-0.29066,-0.32801,-0.34282,-0.3561,-0.37053,-0.37517,-0.37698,-0.37569,-0.37592,-0.375,-0.37821,-0.37946,-0.37664,-0.38137,-0.38801,-0.39032,-0.38511,-0.37793,-0.38088,-0.38721,-0.40061,-0.41232,-0.41012,-0.3771,-0.33866,-0.31372,-0.27035,-0.22413,-0.18011,-0.13734,-0.10077
-0.48384,-0.53375,-0.58943,-0.63617,-0.68015,-0.7165,-0.73626,-0.74442,-0.75488,-0.75282,-0.7469,-0.74347,-0.74384,-0.74451,-0.74421,-0.74625,-0.74772,-0.75144,-0.74624,-0.7445,-0.74876,-0.73655,-0.72147,-0.70757,-0.71977,-0.72764,-0.72515,-0.71751,-0.69996,-0.68298,-0.65922,-0.55752,-0.40747,-0.29926,-0.20423,-0.13367,-0.081809,-0.045435,-0.024923
-0.16196,-0.16428,-0.21541,-0.2372,-0.22133,-0.2147,-0.21361,-0.21545,-0.19419,-0.18433,-0.19071,-0.18583,-0.18287,-0.1782,-0.17357,-0.16984,-0.16512,-0.16507,-0.16666,-0.16654,-0.16641,-0.17686,-0.19164,-0.19823,-0.19404,-0.18593,-0.14502,-0.10853,-0.084696,-0.063622,0.035718,-0.078056,0.00064029,0.023885,0.045405,0.061508,0.059365,0.047191,0.031092
-7.6839e-05,-0.0014217,-0.0019341,-0.00070694,0.00058319,0.0014957,0.0020871,0.0017531,0.002489,0.0033096,0.0037232,0.0038276,0.0033845,0.0042312,0.0048508,0.004854,0.0046457,0.0044205,0.0041525,0.0038336,0.0040922,0.0041261,0.0041701,0.0041842,0.0043268,0.0044134,0.0043515,0.0042003,0.0038359,0.0036276,0.0041982,0.0046405,0.008524,0.010015,0.010514,0.012157,0.013213,0.012869,0.012499
-0.16457,-0.18503,-0.21664,-0.24998,-0.27245,-0.29414,-0.32212,-0.33583,-0.33652,-0.3442,-0.34743,-0.35358,-0.36239,-0.36987,-0.37047,-0.37072,-0.37035,-0.36962,-0.36819,-0.36741,-0.36404,-0.36178,-0.35982,-0.35773,-0.35557,-0.35415,-0.35318,-0.35265,-0.34881,-0.3457,-0.33859,-0.33004,-0.33053,-0.28288,-0.2578,-0.20313,-0.15433,-0.10718,-0.064136
