0.0018812,0.0022386,0.0024467,0.0027946,0.0031478,0.0037468,0.0041105,0.0045218,0.0049469,0.0054265,0.0059028,0.006359,0.006625,0.0068965,0.0097214,0.010144,0.010076,0.010233,0.010057,0.010553,0.011008,0.011127,0.011844,0.012083,0.011908
0.12211,0.13538,0.16163,0.16767,0.17086,0.17988,0.1892,0.19688,0.2064,0.20822,0.21649,0.22046,0.22346,0.22309,0.22593,0.2257,0.22534,0.22566,0.22473,0.22119,0.22079,0.21816,0.21498,0.21093,0.20662
-0.17329,-0.20018,-0.20518,-0.21804,-0.22813,-0.24594,-0.24775,-0.25337,-0.25837,-0.26095,-0.26224,-0.26779,-0.272,-0.27489,-0.27604,-0.27487,-0.27557,-0.27542,-0.27473,-0.27379,-0.27204,-0.26986,-0.26695,-0.26437,-0.26087
-0.098801,-0.10286,-0.10923,-0.10803,-0.11094,-0.11175,-0.11188,-0.11297,-0.11363,-0.11429,-0.11418,-0.1156,-0.1158,-0.11605,-0.11589,-0.11541,-0.11487,-0.11386,-0.11428,-0.1138,-0.1119,-0.10902,-0.10732,-0.10472,-0.1044
0.006622,0.005221,0.0031979,0.0017837,0.00068938,-0.00077014,-0.0049686,-0.0051833,-0.0054914,-0.0054871,-0.0050158,-0.0043482,-0.005133,-0.0053572,-0.005317,-0.0053048,-0.0052093,-0.0044237,-0.0039577,-0.0032812,-0.0022639,3.7653e-05,0.00039833,0.0014705,0.0021218
-0.026773,-0.022747,-0.0296,-0.039926,-0.044258,-0.047107,-0.046973,-0.045563,-0.04669,-0.046658,-0.034914,-0.023582,-0.018932,-0.015342,-0.012621,-0.01269,-0.012988,-0.015271,-0.017434,-0.017992,-0.020888,-0.021386,-0.022973,-0.024251,-0.024096
-0.14347,-0.14178,-0.14926,-0.15935,-0.16085,-0.16672,-0.1718,-0.17258,-0.17499,-0.17617,-0.17323,-0.16722,-0.16336,-0.16409,-0.16359,-0.16119,-0.15932,-0.15611,-0.15255,-0.15288,-0.15371,-0.15001,-0.15011,-0.15004,-0.15043
0.044224,0.046066,0.046592,0.046931,0.048503,0.049697,0.050123,0.049818,0.048647,0.047422,0.046582,0.046319,0.046174,0.045899,0.04522,0.045059,0.044135,0.044343,0.042845,0.041218,0.039858,0.038849,0.038446,0.038633,0.038882
0.0064644,0.0030336,0.0023979,-0.00071723,-0.0010662,-0.0025988,-0.0045179,-0.0077986,-0.007147,-0.0075972,-0.0087837,-0.0089046,-0.0089008,-0.0086244,-0.0082381,-0.0078357,-0.0076098,-0.0064728,-0.0052601,-0.003784,-0.0021985,0.00037703,0.0006526,0.0017593,0.0024029
-0.39461,-0.40211,-0.41046,-0.41612,-0.42091,-0.42593,-0.42882,-0.43046,-0.43389,-0.43306,-0.43484,-0.42953,-0.42159,-0.41477,-0.40033,-0.38291,-0.35206,-0.31349,-0.28239,-0.25434,-0.21583,-0.16939,-0.13588,-0.11317,-0.088572
-0.33429,-0.35099,-0.3705,-0.39905,-0.41915,-0.44243,-0.47164,-0.49905,-0.52493,-0.5666,-0.58023,-0.60107,-0.60141,-0.60564,-0.60515,-0.58421,-0.5389,-0.5,-0.44923,-0.40197,-0.35581,-0.31513,-0.27716,-0.22596,-0.17801
-0.20889,-0.22702,-0.21252,-0.19667,-0.19584,-0.18331,-0.17417,-0.17182,-0.19311,-0.222,-0.25184,-0.27236,-0.28964,-0.32761,-0.20817,0.31283,-0.34841,-0.27176,-0.17483,-0.044755,0.0089772,0.069457,0.10535,0.10214,0.098676
-1.0093e-10,-9.1296e-10,-2.7394e-09,1.1956e-10,-7.1757e-10,-7.2752e-10,-7.0519e-10,-1.1034e-09,-1.8046e-09,-1.5337e-09,-8.9662e-10,-9.2912e-10,-9.6141e-10,-1.2268e-09,-1.4632e-09,-1.4124e-09,-1.502e-09,-1.1518e-09,-7.1862e-10,-8.056e-10,-7.4443e-10,-4.0022e-10,-1.3496e-10,2.8644e-10,2.568e-10
0.12694,0.12542,0.12271,0.12302,0.12002,0.12034,0.12035,0.11838,0.11692,0.1148,0.11232,0.10978,0.1073,0.10582,0.10401,0.10274,0.10226,0.10214,0.10222,0.10246,0.10354,0.10512,0.10587,0.10832,0.10944
0.03609,0.037093,0.037782,0.038396,0.038832,0.039629,0.04059,0.040733,0.041428,0.041605,0.041582,0.042222,0.042291,0.042124,0.042389,0.042138,0.041825,0.041526,0.040774,0.040014,0.038718,0.034995,0.034285,0.032264,0.030403
-0.61315,-0.6114,-0.61101,-0.60901,-0.60878,-0.60769,-0.60651,-0.60549,-0.60424,-0.60299,-0.60326,-0.60359,-0.60389,-0.60416,-0.60354,-0.60355,-0.6037,-0.60357,-0.60358,-0.60366,-0.60372,-0.60398,-0.60388,-0.604,-0.60422
-1.6732e-09,-2.2986e-09,-2.9078e-09,-2.6161e-09,-2.0738e-09,-1.5473e-09,-1.6417e-10,-2.8733e-10,-3.3253e-10,-4.7164e-10,-1.3682e-11,1.1972e-10,8.124e-10,9.1361e-10,1.3062e-09,9.0024e-10,9.9101e-10,8.5191e-10,8.0611e-10,6.7445e-10,6.0462e-10,6.2943e-10,5.9828e-10,6.8572e-10,1.5693e-10
0.1337,0.13779,0.13941,0.14006,0.1456,0.14664,0.14779,0.14738,0.14849,0.14831,0.14645,0.14458,0.1411,0.13775,0.13228,0.13177,0.13015,0.12791,0.12026,0.12162,0.12074,0.11967,0.11828,0.11358,0.10744
0.029388,0.030769,0.030987,0.031719,0.032197,0.032595,0.033123,0.034018,0.034882,0.036706,0.037054,0.037927,0.037563,0.038537,0.038465,0.038782,0.038928,0.038851,0.03861,0.03861,0.037527,0.036365,0.035297,0.036208,0.037298
-0.60499,-0.60728,-0.60953,-0.6114,-0.61303,-0.61451,-0.616,-0.61731,-0.61815,-0.61848,-0.61867,-0.61915,-0.6194,-0.61942,-0.61923,-0.61899,-0.61888,-0.61865,-0.61798,-0.61731,-0.61634,-0.6154,-0.61369,-0.61051,-0.60885
