-0.0057673,-0.0052232,-0.0046802,-0.0041602,-0.0038927,-0.0040862,-0.0041474,-0.0046505,-0.0064469,-0.0070589,-0.0097571,-0.0097941,-0.01158,-0.012611,-0.012753,-0.013719,-0.014262,-0.015142,-0.015015,-0.014212,-0.013191,-0.011878,-0.01083,-0.0065438,-0.0045085,-0.0019055,-0.0011552,-0.00094079,-0.00025875,0.00033696
0.050109,0.054605,0.053366,0.057241,0.066498,0.077714,0.090091,0.105,0.11561,0.12682,0.12838,0.13794,0.13885,0.14315,0.14995,0.15576,0.16518,0.16747,0.17223,0.18634,0.18977,0.19397,0.19259,0.19292,0.19665,0.19479,0.19624,0.19329,0.19133,0.18585
-0.079233,-0.080117,-0.081881,-0.085948,-0.10194,-0.10304,-0.12918,-0.13132,-0.1431,-0.15275,-0.17174,-0.18136,-0.1806,-0.19363,-0.19669,-0.20466,-0.20995,-0.21812,-0.22909,-0.23128,-0.23493,-0.24051,-0.24413,-0.25281,-0.25441,-0.25115,-0.25168,-0.24867,-0.23926,-0.22401
-0.055222,-0.056304,-0.057858,-0.067993,-0.067626,-0.071732,-0.075628,-0.077893,-0.07997,-0.081587,-0.082534,-0.083,-0.083282,-0.083296,-0.083875,-0.084185,-0.084511,-0.085374,-0.088739,-0.088655,-0.088911,-0.087482,-0.086806,-0.084918,-0.082332,-0.076495,-0.067505,-0.065174,-0.063295,-0.06261
0.016239,0.016556,0.016493,0.016446,0.013492,0.011734,0.0086204,0.00474,0.0022476,0.0010226,-0.0019753,-0.0035204,-0.0053628,-0.0060468,-0.0072457,-0.0069809,-0.0073323,-0.0073006,-0.007216,-0.0068428,-0.006486,-0.0063186,-0.0056319,-0.0055214,-0.0046069,-0.0032869,-0.0018191,-0.0005944,0.00065738,0.0026416
-0.014052,-0.013775,-0.014316,-0.0147,-0.014551,-0.011468,-0.008708,-0.004351,-0.010795,-0.019848,-0.020746,-0.019346,-0.019901,-0.019824,-0.019251,-0.020376,-0.02176,-0.026704,-0.01841,-0.0092946,-0.0061635,-0.0036379,-0.003344,-0.0034406,-0.0047246,-0.005804,-0.00563,-0.0061695,-0.0063747,-0.0063505
-0.16388,-0.16384,-0.16339,-0.16188,-0.15971,-0.15961,-0.16118,-0.16055,-0.16368,-0.16861,-0.17464,-0.17611,-0.17849,-0.18028,-0.18092,-0.18172,-0.18184,-0.17993,-0.17662,-0.17185,-0.1706,-0.16684,-0.16635,-0.16492,-0.16343,-0.16223,-0.16195,-0.16214,-0.16246,-0.16274
0.05727,0.056257,0.055027,0.054351,0.053729,0.053855,0.054694,0.056607,0.049831,0.049451,0.049242,0.042231,0.033686,0.032921,0.030344,0.028832,0.028001,0.026171,0.026333,0.028151,0.029516,0.029761,0.030212,0.030974,0.0313,0.031514,0.031593,0.031197,0.030824,0.03041
0.019815,0.020174,0.020025,0.019715,0.017315,0.011381,0.0055451,-0.00010911,-0.00065965,-0.002897,-0.0042489,-0.0044385,-0.0043473,-0.0065237,-0.0072011,-0.0075813,-0.0087194,-0.0079114,-0.0083595,-0.0082403,-0.007767,-0.0073346,-0.0065327,-0.0057276,-0.0044583,-0.0029332,-0.0013637,-0.00010715,0.0011737,0.0022434
-0.2361,-0.25283,-0.2815,-0.30596,-0.32065,-0.3291,-0.34215,-0.43122,-0.44298,-0.47139,-0.48746,-0.49653,-0.50108,-0.50225,-0.50161,-0.49778,-0.4884,-0.46916,-0.43209,-0.40253,-0.3772,-0.34454,-0.29832,-0.24476,-0.20235,-0.16845,-0.13871,-0.11622,-0.098751,-0.07522
