-0.012068,-0.012532,-0.01416,-0.014911,-0.013779,-0.011157,-0.011223,-0.010225,-0.0094077,-0.0084862,-0.0073161,-0.0074523,-0.0071237,-0.0066621,-0.005906,-0.0050443,-0.0037197,-0.0024593,-0.0013313,-0.00049603,0.00011069,8.0195e-05,-0.00027332,-0.00058524,-0.0014852,-0.0015611,-0.0020345
0.066098,0.066957,0.068682,0.071558,0.075125,0.076577,0.082344,0.083108,0.086463,0.090334,0.093178,0.095838,0.10255,0.10577,0.11101,0.11908,0.12341,0.12659,0.12828,0.12797,0.12735,0.12896,0.12847,0.12643,0.12133,0.11544,0.10984
-0.085305,-0.093238,-0.099048,-0.10458,-0.11113,-0.1179,-0.1273,-0.12827,-0.13245,-0.13664,-0.14052,-0.14402,-0.14806,-0.15353,-0.15796,-0.16187,-0.17002,-0.16968,-0.17336,-0.17493,-0.17533,-0.17409,-0.17148,-0.17008,-0.16286,-0.15066,-0.139
-0.077515,-0.077774,-0.076776,-0.076946,-0.076049,-0.075906,-0.075875,-0.075967,-0.076449,-0.077264,-0.078088,-0.079396,-0.083212,-0.083685,-0.084822,-0.085674,-0.084741,-0.083586,-0.084426,-0.076568,-0.073227,-0.067504,-0.063008,-0.060288,-0.057072,-0.055712,-0.053969
-0.00035405,-0.0010575,-0.002799,-0.0046054,-0.0070196,-0.0091571,-0.010351,-0.010652,-0.011338,-0.011924,-0.011676,-0.011469,-0.010669,-0.0080241,-0.0090921,-0.0078993,-0.0057645,-0.0043806,-0.0030717,-0.0014368,0.00015178,0.0031369,0.0045528,0.0055373,0.0058472,0.0074226,0.0084214
-0.13668,-0.13618,-0.13236,-0.13025,-0.13038,-0.12801,-0.12458,-0.124,-0.12164,-0.11901,-0.11778,-0.11573,-0.1157,-0.11593,-0.11582,-0.11904,-0.12385,-0.12583,-0.1295,-0.13043,-0.13193,-0.13041,-0.12814,-0.12721,-0.12712,-0.12816,-0.12956
-0.19358,-0.19451,-0.19662,-0.19701,-0.19917,-0.20108,-0.20323,-0.20446,-0.2057,-0.20542,-0.20503,-0.20585,-0.20638,-0.2066,-0.2071,-0.20627,-0.20248,-0.20056,-0.20012,-0.19646,-0.19454,-0.19469,-0.19501,-0.19531,-0.19557,-0.1958,-0.19618
0.040432,0.044849,0.054745,0.070142,0.075953,0.074097,0.07474,0.070474,0.067043,0.056924,0.044569,0.037136,0.025537,0.021292,0.02679,0.026628,0.024604,0.025523,0.024574,0.026981,0.025815,0.03031,0.040861,0.056994,0.06027,0.036562,0.013256
0.002547,0.0045422,0.0055511,0.0074552,0.0074806,0.01004,0.0094194,0.010866,0.012012,0.010714,0.011275,0.011089,0.010534,0.010086,0.0089972,0.0078974,0.0064664,0.0055737,0.0045649,0.0015424,-0.00075089,-0.0023848,-0.0037265,-0.0050129,-0.0063298,-0.009095,-0.0084162
-0.43365,-0.45462,-0.46898,-0.48052,-0.46578,-0.51632,-0.52132,-0.53068,-0.52596,-0.50876,-0.49558,-0.48081,-0.45964,-0.37953,-0.35066,-0.30326,-0.26261,-0.22848,-0.16338,-0.12773,-0.10379,-0.077327,-0.06005,-0.050082,-0.041624,-0.041735,-0.040134
-0.30022,-0.29866,-0.29911,-0.28769,-0.22186,-0.21815,-0.22938,-0.2286,-0.24746,-0.28624,-0.31639,-0.3452,-0.36491,-0.38189,-0.39517,-0.39277,-0.37344,-0.34131,-0.33554,-0.27106,-0.23705,-0.22002,-0.21056,-0.204,-0.20302,-0.2011,-0.19909
-0.12998,-0.11785,-0.111,-0.10563,-0.068736,-0.076468,-0.11264,-0.13148,-0.14722,-0.16547,-0.18845,-0.19498,-0.22964,-0.24383,-0.24068,-0.21365,-0.19095,-0.18471,-0.14806,-0.11184,-0.088607,-0.041847,-0.00023574,0.03049,0.020516,0.025636,0.028262
-7.3177e-10,-1.9331e-12,3.6165e-10,2.6519e-10,5.716e-10,4.3777e-10,8.7776e-10,8.0967e-10,8.0592e-10,7.9053e-10,7.0856e-10,9.5789e-10,1.5842e-09,1.7023e-09,1.7535e-09,1.5373e-09,1.2333e-09,1.0234e-09,9.6266e-10,7.2583e-10,8.132e-10,7.4445e-10,5.4326e-10,4.6138e-10,5.4755e-10,6.6278e-10,5.8371e-10
0.12568,0.12399,0.1237,0.1241,0.12374,0.12355,0.1225,0.1207,0.12044,0.11961,0.11906,0.11973,0.11991,0.12119,0.12231,0.12396,0.12369,0.12378,0.1251,0.12565,0.12607,0.12574,0.12503,0.12448,0.12414,0.12304,0.12145
