ComponentID:,W
Sensor_id,average amplitude,standard deviations,avgQ_0,winQ_0,avgQ_3,winQ_3,avgQ_6,winQ_6,avgQ_9,winQ_9,avgQ_12,winQ_12,avgQ_15,winQ_15,avgQ_18,winQ_18
1,0.07897734782608697,0.011122283901401044,-0.4088146756110446,<333>,-0.13627155853701495,<334>,0.5742150256241502,<445>,0.9354108337800137,<565>,0.905015725650362,<555>,0.4088146756110444,<444>,-0.4088146756110446,<333>
2,-0.028132826086956518,0.0046376620951600915,0.770010483766908,<654>,-0.13627155853701495,<433>,-0.7700104837669081,<321>,-0.9050157256503621,<222>,-0.7396153756372562,<223>,-0.9050157256503621,<222>,-0.935410833780014,<212>
3,0.000765588,0.0015763161444764318,-0.7700104837669081,<123>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.5742150256241502,<445>
4,0.10845628695652172,0.04803862571870685,0.4088146756110444,<444>,0.5742150256241502,<445>,0.9354108337800137,<565>,0.9354108337800137,<565>,0.7396153756372561,<554>,0.4088146756110444,<444>,0.13627155853701473,<443>
5,0.9089034782608697,0.001241557957797769,-0.7700104837669081,<132>,-0.13627155853701495,<433>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.9354108337800137,<556>,0.5742150256241503,<544>,0.13627155853701473,<443>
6,0.3613247826086956,0.006709912764005736,0.4088146756110444,<444>,0.770010483766908,<456>,0.9354108337800137,<655>,0.905015725650362,<555>,0.905015725650362,<555>,0.7396153756372561,<554>,0.4088146756110444,<444>
7,0.03414204347826087,0.014437601533550783,0.9354108337800137,<655>,0.4670722585632264,<553>,-0.5742150256241505,<332>,-0.935410833780014,<212>,-0.9050157256503621,<222>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
8,-0.005947791304347823,0.019702091364269207,-0.935410833780014,<122>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>
9,0.9103634782608695,0.003255893130250778,-0.6046101337538022,<133>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.905015725650362,<555>
10,0.21898882608695647,0.16198859113306127,0.4088146756110444,<444>,0.5742150256241502,<445>,0.905015725650362,<555>,0.9962010500393174,<666>,0.7396153756372561,<554>,0.4088146756110444,<444>,-0.13627155853701495,<433>
11,-5.106682608695653e-10,2.0006954699252917e-09,-0.5742150256241505,<233>,0.6046101337538021,<464>,-0.33206701667977256,<341>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.13627155853701495,<433>
12,-0.0655872956521739,0.10033499622266043,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.770010483766908,<456>,0.905015725650362,<555>,0.30167190855012055,<543>,-0.5742150256241505,<332>,-0.7700104837669081,<213>
13,0.9196730434782607,0.0012890456017251898,0.5742150256241503,<544>,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.9658059419096657,<211>,-0.9050157256503621,<222>,-0.4088146756110446,<333>,0.13627155853701473,<344>
14,0.3141613043478261,0.006132843375131486,0.6046101337538021,<644>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.7396153756372564,<322>
15,-0.013413082608695656,0.005810273648696851,0.7396153756372561,<554>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.935410833780014,<122>,-0.5742150256241505,<233>,-0.7396153756372562,<223>,-0.13627155853701495,<334>
16,-0.0003391130434782622,0.04661751903565219,0.6046101337538021,<644>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.935410833780014,<212>
17,0.9266747826086956,0.001085388608288251,0.4088146756110444,<444>,0.770010483766908,<465>,0.7396153756372561,<545>,0.905015725650362,<555>,0.905015725650362,<555>,0.7396153756372561,<554>,0.4088146756110444,<444>
18,-0.32735086956521736,0.009716264227994426,0.6046101337538021,<644>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.935410833780014,<212>,-0.5742150256241505,<233>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
19,-0.02246360434782609,0.0074037828622752185,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.9050157256503621,<222>,-0.9658059419096657,<211>,-0.7396153756372562,<223>,-0.4088146756110446,<333>
20,-0.01576708304347826,0.00526152834297134,0.6046101337538021,<644>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.935410833780014,<221>
