ComponentID:,W
Sensor_id,average amplitude,standard deviations,avgQ_0,winQ_0,avgQ_3,winQ_3,avgQ_6,winQ_6,avgQ_9,winQ_9,avgQ_12,winQ_12,avgQ_15,winQ_15,avgQ_18,winQ_18,avgQ_21,winQ_21,avgQ_24,winQ_24,avgQ_27,winQ_27,avgQ_30,winQ_30,avgQ_33,winQ_33,avgQ_36,winQ_36
1,0.07563557500000001,0.01397213475258434,-0.6046101337538022,<133>,-0.4088146756110446,<333>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.905015725650362,<555>,0.905015725650362,<555>,0.9962010500393174,<666>,0.9962010500393174,<666>,0.905015725650362,<555>,0.905015725650362,<555>,0.7396153756372561,<545>,0.4088146756110444,<444>
2,-0.0026297436500000004,0.0023881557209440778,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.7700104837669081,<321>,-0.5742150256241505,<233>,-0.4088146756110446,<333>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.9354108337800137,<556>,0.9354108337800137,<655>
3,0.0007901042750000002,0.000999502136061124,0.4088146756110444,<444>,0.13627155853701473,<434>,0.770010483766908,<546>,0.9354108337800137,<655>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.7396153756372564,<322>
4,0.05768581749999999,0.03944463141693611,-0.7700104837669081,<123>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.5742150256241503,<454>,0.5742150256241502,<445>,0.7396153756372561,<545>,0.905015725650362,<555>,0.9354108337800137,<556>,0.9658059419096657,<665>,0.7396153756372561,<554>
5,0.8971230000000002,0.004266852587095092,0.9658059419096657,<665>,0.905015725650362,<555>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9962010500393174,<111>,-0.9050157256503621,<222>,-0.5742150256241505,<233>
6,0.3820202499999999,0.022247829274729253,-0.7700104837669081,<123>,-0.4088146756110446,<333>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.9354108337800137,<655>,0.5742150256241503,<544>
7,0.05625642500000001,0.015204453288243382,0.9354108337800137,<655>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.935410833780014,<212>
8,-0.05562973750000001,0.024855197695338165,-0.7396153756372564,<322>,-0.935410833780014,<122>,-0.9050157256503621,<222>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.9354108337800137,<565>
9,0.8914807500000002,0.007878718610123098,0.9354108337800137,<655>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9658059419096657,<112>,-0.4088146756110446,<333>
10,-0.2753564999999999,0.0540905227627724,-0.13627155853701495,<334>,0.770010483766908,<456>,0.5742150256241503,<544>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.9658059419096657,<112>,-0.5742150256241505,<233>
11,-0.00024750397075,0.0005633949145907392,-0.6046101337538022,<133>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.9354108337800137,<556>,0.9962010500393174,<666>,0.9962010500393174,<666>,0.9962010500393174,<666>,0.9962010500393174,<666>
12,0.00645886235,0.021273970478275166,-0.4088146756110446,<333>,0.30167190855012055,<345>,0.6046101337538021,<644>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.9050157256503621,<222>,-0.7700104837669081,<213>
13,0.9249884999999999,0.0007449213045684819,-0.9050157256503621,<222>,-0.9962010500393174,<111>,-0.9050157256503621,<222>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.9658059419096657,<566>,0.905015725650362,<555>,0.5742150256241503,<544>
14,0.3086299999999999,0.0044810333629643935,0.604610133753802,<446>,0.5742150256241502,<445>,0.905015725650362,<555>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.13627155853701495,<334>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
15,-0.021395279,0.008159586434139847,0.770010483766908,<654>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.935410833780014,<221>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.4088146756110446,<333>
16,0.1280123,0.0772175289371526,-0.935410833780014,<221>,-0.6046101337538022,<133>,0.4088146756110444,<444>,0.13627155853701473,<344>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.6046101337538021,<644>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.5742150256241503,<544>,-0.4088146756110446,<333>
