ComponentID:,W
Sensor_id,average amplitude,standard deviations,avgQ_0,winQ_0,avgQ_3,winQ_3,avgQ_6,winQ_6,avgQ_9,winQ_9,avgQ_12,winQ_12,avgQ_15,winQ_15,avgQ_18,winQ_18,avgQ_21,winQ_21,avgQ_24,winQ_24
1,0.03381493928571429,0.012303740588865629,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.9354108337800137,<655>,0.4088146756110444,<444>,-0.4088146756110446,<333>
2,-0.04247314285714286,0.014308914141477098,0.6046101337538021,<644>,-0.13627155853701495,<433>,-0.5742150256241505,<332>,-0.935410833780014,<221>,-0.9050157256503621,<222>,-0.5742150256241505,<233>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>
3,0.003226834285714286,0.0038135437899819904,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.7396153756372561,<455>,0.9354108337800137,<556>,0.7396153756372561,<554>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.5742150256241505,<332>
4,0.013303367857142857,0.026983763824527805,-0.935410833780014,<122>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.9354108337800137,<556>,0.905015725650362,<555>,0.5742150256241503,<544>,0.13627155853701473,<443>,-0.4088146756110446,<333>
5,0.8955435714285718,0.003635377966482119,-0.7700104837669081,<123>,-0.4088146756110446,<333>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.9354108337800137,<655>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>
6,0.3757614285714285,0.005959515029577076,0.4088146756110444,<444>,0.9354108337800137,<565>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>
7,0.04443153571428571,0.006788750760749847,0.7396153756372561,<455>,0.9354108337800137,<565>,-0.13627155853701495,<433>,-0.9050157256503621,<222>,-0.935410833780014,<212>,-0.5742150256241505,<233>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
8,0.11820485714285714,0.060483847801774016,-0.9050157256503621,<222>,-0.935410833780014,<221>,0.13627155853701473,<344>,0.9354108337800137,<556>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
9,0.8374596428571427,0.33011161511224546,0.2712768004204688,<515>,0.905015725650362,<555>,0.9962010500393174,<666>,0.9962010500393174,<666>,0.9962010500393174,<666>,0.9962010500393174,<666>,0.9962010500393174,<666>,0.9962010500393174,<666>,0.9962010500393174,<666>
10,-0.12952714285714284,0.1282071331958991,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.9354108337800137,<655>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.9050157256503621,<222>
11,-0.004442698021428571,0.007093517284911135,0.905015725650362,<555>,0.905015725650362,<555>,0.9354108337800137,<556>,0.9962010500393174,<666>,0.9962010500393174,<666>,0.9962010500393174,<666>,0.770010483766908,<654>,-0.7396153756372564,<322>,-0.6046101337538022,<133>
12,0.020532385714285718,0.05577799640503231,-0.05952389960574287,<144>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.770010483766908,<465>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
13,0.9180075,0.0018372643191907497,0.9354108337800137,<565>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.935410833780014,<122>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>
14,0.2679492857142857,0.003918595711085645,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.770010483766908,<654>,-0.13627155853701495,<433>,-0.5742150256241505,<332>,-0.9658059419096657,<211>,-0.9050157256503621,<222>
15,-0.02665417857142857,0.003992466155626936,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.935410833780014,<221>,-0.935410833780014,<122>,-0.7396153756372564,<232>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>
16,0.017933835714285716,0.006191274930970789,-0.6046101337538022,<331>,-0.9050157256503621,<222>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.9658059419096657,<566>,0.9354108337800137,<556>,0.9354108337800137,<655>
17,0.9292417857142857,0.001714753321641815,-0.5742150256241505,<233>,0.029128791476090894,<335>,0.5742150256241502,<445>,0.905015725650362,<555>,0.9354108337800137,<565>,0.5742150256241503,<544>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.7396153756372564,<322>
18,-0.3476267857142857,0.005499580538271873,0.6046101337538021,<644>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.5742150256241505,<332>,-0.7396153756372564,<322>,-0.9658059419096657,<211>,-0.9050157256503621,<222>
19,-0.06847142857142856,0.008865123173862566,0.9354108337800137,<565>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.7396153756372564,<322>,-0.9658059419096657,<121>,-0.5742150256241505,<233>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>
20,-0.02805796428571428,0.005480217445387042,0.13627155853701473,<443>,-0.7700104837669081,<123>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.5742150256241503,<544>,0.7396153756372561,<455>,0.9354108337800137,<556>
