ComponentID:,W
Sensor_id,average amplitude,standard deviations,avgQ_0,winQ_0,avgQ_3,winQ_3,avgQ_6,winQ_6,avgQ_9,winQ_9,avgQ_12,winQ_12,avgQ_15,winQ_15,avgQ_18,winQ_18,avgQ_21,winQ_21,avgQ_24,winQ_24,avgQ_27,winQ_27,avgQ_30,winQ_30
1,0.04980044117647059,0.011564276626473384,-0.7700104837669081,<123>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.9354108337800137,<556>,0.905015725650362,<555>,0.7396153756372561,<554>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>
2,-0.003853208823529412,0.006982259577477415,0.770010483766908,<564>,-0.13627155853701495,<433>,-0.9050157256503621,<222>,-0.935410833780014,<122>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
3,0.001070798911764706,0.002458172444303292,-0.7396153756372562,<223>,0.13627155853701473,<344>,0.770010483766908,<465>,0.5742150256241503,<544>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.5742150256241505,<332>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.9050157256503621,<222>
4,0.04270069117647059,0.02439929360508773,-0.7700104837669081,<123>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.9354108337800137,<565>,0.905015725650362,<555>,0.905015725650362,<555>,0.5742150256241503,<544>,0.4088146756110444,<444>,0.4088146756110444,<444>
5,0.9046879411764709,0.0015794857305497867,-0.7700104837669081,<123>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.9354108337800137,<556>,0.770010483766908,<654>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.13627155853701495,<433>
6,0.3405823529411765,0.00410756121920906,-0.7700104837669081,<213>,-0.13627155853701495,<334>,0.5742150256241502,<445>,0.9354108337800137,<655>,0.5742150256241503,<544>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>
7,0.059188558823529414,0.010456352721983884,-0.7700104837669081,<123>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.5742150256241502,<445>,0.905015725650362,<555>,0.9658059419096657,<566>,0.905015725650362,<555>,0.4088146756110444,<444>,0.4088146756110444,<444>
8,0.034808500000000006,0.00819088914318112,0.9354108337800137,<655>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.7700104837669081,<132>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
9,0.7993891176470587,0.4188363932749569,-0.33206701667977256,<125>,0.9658059419096657,<566>,0.9962010500393174,<666>,0.9962010500393174,<666>,0.9962010500393174,<666>,0.9962010500393174,<666>,0.9354108337800137,<655>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>
10,-0.15572008823529412,0.08251497194426477,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.905015725650362,<555>,0.905015725650362,<555>,0.9354108337800137,<565>,0.5742150256241503,<544>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.5742150256241505,<332>
11,-0.004760548576764706,0.010709809762769742,0.9658059419096657,<665>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,-0.16666666666666674,<531>,-0.5742150256241505,<233>
12,0.05931943235294118,0.2844868123609772,-0.13627155853701486,<613>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.5742150256241503,<544>,0.13627155853701473,<443>,-0.4088146756110446,<333>
13,0.9208494117647058,0.002516480900894636,0.9354108337800137,<655>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.6046101337538022,<133>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.5742150256241505,<233>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.4088146756110444,<444>
14,0.3758541176470589,0.007525921134807064,-0.935410833780014,<221>,-0.5742150256241505,<233>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.7396153756372561,<455>,0.9354108337800137,<565>,0.5742150256241503,<544>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
15,0.05099917647058823,0.010848007823262482,0.9354108337800137,<655>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.9050157256503621,<222>,-0.9658059419096657,<112>,-0.9050157256503621,<222>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
16,-0.026766676470588238,0.003612694128474891,0.13627155853701473,<443>,-0.7700104837669081,<321>,-0.9050157256503621,<222>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.9962010500393174,<666>,0.9354108337800137,<655>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>
17,0.920455,0.0013818194527506046,0.9354108337800137,<565>,0.905015725650362,<555>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.9050157256503621,<222>,-0.935410833780014,<212>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
18,-0.2719088235294118,0.003996361407364188,-0.7700104837669081,<213>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.604610133753802,<446>,0.770010483766908,<564>
19,0.03365470588235294,0.007194024307508575,0.770010483766908,<654>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.7700104837669081,<312>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
20,-0.06615979411764708,0.005561698004468292,-0.4088146756110446,<333>,-0.7700104837669081,<123>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.9354108337800137,<556>,0.9354108337800137,<655>,0.905015725650362,<555>,0.7396153756372561,<554>,0.4088146756110444,<444>
