ComponentID:,W
Sensor_id,average amplitude,standard deviations,avgQ_0,winQ_0,avgQ_3,winQ_3,avgQ_6,winQ_6,avgQ_9,winQ_9,avgQ_12,winQ_12,avgQ_15,winQ_15,avgQ_18,winQ_18,avgQ_21,winQ_21,avgQ_24,winQ_24,avgQ_27,winQ_27
1,0.037961933333333336,0.01262080014086094,-0.4088146756110446,<333>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.9354108337800137,<556>,0.9658059419096657,<566>,0.7396153756372561,<554>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.7700104837669081,<321>
2,-0.0343278,0.007121100319473108,0.9354108337800137,<655>,0.30167190855012055,<543>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.935410833780014,<122>,-0.935410833780014,<212>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.5742150256241502,<445>
3,-0.0008861934,0.0023468852826613773,-0.13627155853701495,<433>,-0.33206701667977256,<134>,0.5742150256241503,<544>,0.5742150256241502,<445>,0.905015725650362,<555>,0.9354108337800137,<655>,0.5742150256241503,<544>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>
4,0.09484358300000001,0.043981345667795504,-0.7700104837669081,<123>,-0.4088146756110446,<333>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.905015725650362,<555>,0.9354108337800137,<556>,0.9354108337800137,<655>,0.5742150256241503,<544>,0.4088146756110444,<444>,-0.13627155853701495,<433>
5,0.9086863333333333,0.0032348781361213022,-0.7700104837669081,<123>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.9354108337800137,<556>,0.9354108337800137,<655>,0.4088146756110444,<444>,0.4088146756110444,<444>
6,0.35318966666666657,0.0054948263444403326,-0.6046101337538022,<133>,-0.4088146756110446,<333>,-0.5742150256241505,<233>,0.4088146756110444,<444>,0.5742150256241502,<445>,0.770010483766908,<654>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.4088146756110446,<333>
7,0.03145446666666667,0.011008936466142202,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.6046101337538022,<133>,0.5742150256241503,<454>,0.905015725650362,<555>,0.6046101337538021,<644>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>
8,0.0380032,0.01670638461267628,0.4088146756110444,<444>,0.9354108337800137,<655>,0.4088146756110444,<444>,-0.33206701667977256,<431>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.5742150256241505,<323>,-0.4088146756110446,<333>,0.13627155853701473,<344>
9,0.6737219999999999,0.5997738255342591,-0.935410833780014,<122>,0.30167190855012055,<255>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>,0.9658059419096657,<566>,0.9658059419096657,<665>,0.905015725650362,<555>,0.905015725650362,<555>,0.905015725650362,<555>
10,-0.12309165666666669,0.14565298080910824,-0.5742150256241505,<332>,-0.6046101337538022,<133>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.905015725650362,<555>,0.9658059419096657,<566>,0.5742150256241503,<544>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.9050157256503621,<222>
11,0.004176786853333334,0.008542878346883654,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.7700104837669081,<213>,0.6046101337538021,<464>,0.4088146756110444,<444>
12,0.040942199,0.13570496744086574,-0.13627155853701486,<613>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.5742150256241503,<544>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
