ComponentID:,W
Sensor_id,average amplitude,standard deviations,avgQ_0,winQ_0,avgQ_3,winQ_3,avgQ_6,winQ_6,avgQ_9,winQ_9,avgQ_12,winQ_12,avgQ_15,winQ_15,avgQ_18,winQ_18,avgQ_21,winQ_21
1,0.048284400000000005,0.011788483824478873,0.4088146756110444,<444>,0.9354108337800137,<565>,0.9354108337800137,<655>,0.5742150256241503,<544>,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>
2,-0.040681760000000004,0.005911571190673423,-0.5742150256241505,<332>,-0.935410833780014,<221>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,0.13627155853701473,<344>,0.4088146756110444,<444>
3,0.004175631200000001,0.0033390513276022817,0.770010483766908,<465>,0.7396153756372561,<554>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.5742150256241505,<332>
4,0.06749428,0.012346889183984766,0.13627155853701473,<344>,0.7396153756372561,<455>,0.9354108337800137,<565>,0.7396153756372561,<554>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.4088146756110446,<333>
5,0.9019716,0.0010360219302698167,-0.935410833780014,<221>,-0.7396153756372562,<223>,0.7396153756372561,<554>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.5742150256241502,<445>
6,0.3644579999999999,0.006272010204073328,0.9354108337800137,<556>,0.5742150256241503,<544>,-0.7396153756372564,<322>,-0.6046101337538022,<133>,0.30167190855012055,<345>,0.905015725650362,<555>,0.7396153756372561,<554>,0.4088146756110444,<444>
7,0.03425144,0.01274061841538314,0.770010483766908,<564>,-0.4088146756110446,<333>,-0.7396153756372564,<232>,-0.33206701667977256,<134>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.905015725650362,<555>,0.905015725650362,<555>
8,0.028919200000000003,0.01273981266110299,-0.7700104837669081,<312>,-0.9050157256503621,<222>,-0.5742150256241505,<233>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.5742150256241502,<445>
9,-0.89945,0.0031975890918002287,-0.4088146756110446,<333>,-0.935410833780014,<221>,-0.5742150256241505,<233>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.9658059419096657,<665>,0.905015725650362,<555>
10,-0.14309896,0.0897947936296888,0.5742150256241502,<445>,0.905015725650362,<555>,0.9658059419096657,<566>,0.905015725650362,<555>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.5742150256241505,<332>
11,0.0025768846639999997,0.007123560130299967,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.9962010500393174,<111>,-0.9962010500393174,<111>,-0.9962010500393174,<111>,-0.9962010500393174,<111>,-0.9962010500393174,<111>,-0.33206701667977256,<134>
12,0.036136712,0.10206520087962721,-0.5742150256241505,<323>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.13627155853701473,<344>,-0.1362715585370149,<631>,-0.4088146756110446,<333>,-0.7396153756372564,<322>
13,0.9171863999999998,0.00133503821668147,0.30167190855012055,<453>,-0.13627155853701495,<433>,-0.5742150256241505,<332>,-0.9050157256503621,<222>,-0.935410833780014,<122>,-0.5742150256241505,<233>,-0.13627155853701495,<334>,0.770010483766908,<465>
14,0.3318224000000001,0.002021097286129495,0.3320670166797724,<643>,-0.4088146756110446,<333>,-0.7700104837669081,<321>,-0.5742150256241505,<233>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.13627155853701495,<433>
15,0.004257548,0.003694025291750992,-0.7396153756372564,<322>,-0.935410833780014,<221>,-0.9658059419096657,<112>,-0.9050157256503621,<222>,-0.7396153756372562,<223>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,0.4088146756110444,<444>
16,0.0070008035999999975,0.004602630184135048,-0.6046101337538022,<133>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.9354108337800137,<655>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.5742150256241503,<544>
17,0.9306508,0.0013707338764326101,0.4088146756110444,<444>,0.905015725650362,<555>,0.9354108337800137,<655>,0.7396153756372561,<554>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.6046101337538022,<331>
18,-0.3268380000000001,0.003021121646011626,0.770010483766908,<654>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
19,-0.016475641200000002,0.0074790772829285935,0.5742150256241503,<544>,-0.13627155853701495,<433>,-0.4088146756110446,<333>,-0.9050157256503621,<222>,-0.935410833780014,<212>,-0.5742150256241505,<233>,-0.4088146756110446,<333>,0.13627155853701473,<344>
20,-0.018724199999999996,0.004383294496152409,-0.6046101337538022,<133>,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.770010483766908,<564>
