ComponentID:,W
Sensor_id,average amplitude,standard deviations,avgQ_0,winQ_0,avgQ_3,winQ_3,avgQ_6,winQ_6,avgQ_9,winQ_9,avgQ_12,winQ_12,avgQ_15,winQ_15,avgQ_18,winQ_18
1,-0.012515745454545453,0.02532932220587126,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.7396153756372564,<322>,-0.9658059419096657,<211>,-0.7396153756372562,<223>,-0.13627155853701495,<334>,0.4088146756110444,<444>
2,-0.050877272727272736,0.014878153139241132,0.13627155853701473,<443>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.935410833780014,<221>,-0.9050157256503621,<222>,-0.13627155853701495,<334>,0.4088146756110444,<444>
3,0.011526595454545456,0.0021624571675163823,-0.7700104837669081,<132>,-0.4088146756110446,<333>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.770010483766908,<456>,0.4088146756110444,<444>
4,0.05766795454545455,0.012063702738821989,-0.13627155853701495,<334>,0.6046101337538021,<644>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.7396153756372564,<232>,-0.9050157256503621,<222>
5,0.8864563636363635,0.005617553289349201,0.13627155853701473,<434>,-0.5742150256241505,<332>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.6046101337538022,<133>,-0.4088146756110446,<333>,0.4088146756110444,<444>
6,0.4216736363636364,0.014666781435814421,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.6046101337538021,<644>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.13627155853701473,<443>,-0.4088146756110446,<333>
7,0.015223568181818182,0.013753820189591832,0.770010483766908,<654>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.5742150256241505,<233>,-0.935410833780014,<212>,-0.4088146756110446,<333>,-0.4088146756110446,<333>
8,0.002906430045454546,0.02403469889121754,-0.5742150256241505,<332>,-0.9658059419096657,<121>,0.029128791476090894,<335>,0.6046101337538021,<644>,-0.5742150256241505,<332>,-0.5742150256241505,<233>,-0.4088146756110446,<333>
9,-0.15202999999999997,0.8719413044726432,0.905015725650362,<555>,-0.935410833780014,<122>,-0.9050157256503621,<222>,-0.9050157256503621,<222>,-0.30167190855012077,<252>,-0.33206701667977256,<215>,0.9658059419096657,<566>
10,0.18998449999999997,0.1267389084201167,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.770010483766908,<564>,0.5742150256241503,<544>,-0.13627155853701495,<433>
11,-0.003022725,0.006640780744799371,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.30167190855012066,<561>,-0.13627155853701495,<334>,0.4088146756110444,<444>
12,-0.02897077272727273,0.07413697986141587,-0.13627155853701495,<334>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.770010483766908,<564>,-0.13627155853701495,<433>,-0.7700104837669081,<123>
13,0.909596818181818,0.005069530538031393,0.6046101337538021,<644>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.5742150256241505,<332>,-0.935410833780014,<212>,-0.4088146756110446,<333>,0.13627155853701473,<344>
14,0.37552454545454544,0.016619142776075138,-0.6046101337538022,<133>,0.13627155853701473,<344>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.905015725650362,<555>,0.770010483766908,<654>,0.4088146756110444,<444>
15,-0.025009522727272727,0.016047526271726623,0.13627155853701473,<443>,-0.5742150256241505,<332>,-0.935410833780014,<212>,-0.9050157256503621,<222>,-0.7396153756372562,<223>,-0.5742150256241505,<233>,0.4088146756110444,<444>
16,-0.011199077272727271,0.01723144127604436,0.3320670166797724,<364>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.13627155853701495,<433>,-0.7700104837669081,<312>
17,0.9205731818181817,0.0017428382973123178,0.770010483766908,<465>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.6046101337538022,<313>,-0.4088146756110446,<333>,-0.5742150256241505,<233>
18,-0.32124045454545463,0.006337936628152686,0.13627155853701473,<443>,-0.7700104837669081,<123>,-0.4088146756110446,<333>,-0.4088146756110446,<333>,-0.13627155853701495,<334>,0.770010483766908,<564>,0.4088146756110444,<444>
19,-0.05262522727272729,0.0075969054341632975,0.4088146756110444,<444>,0.4088146756110444,<444>,-0.4088146756110446,<333>,-0.13627155853701495,<334>,-0.33206701667977256,<431>,-0.7396153756372562,<223>,0.4088146756110444,<444>
20,-0.0750685909090909,0.04056490269439053,0.13627155853701473,<443>,0.4088146756110444,<444>,0.7396153756372561,<455>,0.905015725650362,<555>,0.905015725650362,<555>,0.4974673666928782,<653>,-0.6046101337538022,<313>
